Samplecode,Sample.Collector,Species,Year_Collected,Exp_Site,Exp_vicinity,Exp_Plot,Exp_Plot_Position,TAG,neighbour.tree_TAG,shrub.TAG,Leaf.fresh.weight,Leaf.dry.weight,LA,SLA,LDMC,N,C,CN,K,Mg,Ca,Al,Ca2,Fe,K2,Mg2,Mn,Na,P,S,Zn,Co,Cu,Pb,Sr,Cr,Ni,Cd214,Cd228,stomata.density,average.length,average.width,Phenolics,Tannin
choaxi_A_O28_0005_08-09-12,Wenzel Kroeber,Choerospondias axillaris,2012,A,,O28,5,t115280010005,,,21.36,8230,112818.555,385.3,385.299625468165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-14n-O28,David Eichenberg,Rhododendron ovatum,2011,B,,O28,0700,,t215280010700,,0.81,360,409.69,9.1,444.444444444444,0.925,47.474,51.303,,,,,,,,,,,,,,,,,,,,,,,,,110.397,63.983
queser_A_O29_0797_08-09-12,Wenzel Kroeber,Quercus serrata,2012,A,,O29,,,,,1.03,560,6498.905,543.689,543.68932038835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maclep_B_P20_0114_30-08-12,Wenzel Kroeber,Machilus leptophylla,2012,B,,P20,114,t216200010114,,,4.95,1720,22180.667,347.475,347.474747474747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maclep_B_P20_0403_26-08-12,Wenzel Kroeber,Machilus leptophylla,2012,B,,P20,403,t216200010403,,,6.4,2890,23850.588,451.563,451.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-20-P20-0813-CR,Christian Ristok,Nyssa sinensis,2011,A,,P20,0813,t116200010813,,,,,,,,,,,,,,0.635,10.812,0.317,12.611,3.763,4.95,5.537,1.022,2.951,0.362,0.147,0.013,0.01,0.058,0.004,0.022,0,0.002,,,,73.734,37.867
A-6-P20-0814-CR,Christian Ristok,Liquidambar formosana,2011,A,,P20,0814,t116200010814,,,,,,,,,,,,,,0.941,13.7,0.413,15.055,3.793,4.237,2.831,1.098,2.857,0.038,0,0.024,0.016,0.041,0.006,0.014,0,0,,,,107.901,45.237
A-1-P20-1010-CR,Christian Ristok,Castanea henryi,2011,A,,P20,1010,t116200011010,,,,,,,,,,,,,,0.46,7.31,0.16,7.99,3.76,2.68,3.45,0.84,2.72,0.04,0,0.01,0,0.02,0,0,0,0,,,,66.74,99.453
A.P20.19.sapmuk,Wenzel Kroeber,Sapindus saponaria,,A,,P20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,22.619,12.829,,
A_P20_19_sapmuk,Wenzel Kroeber,Sapindus saponaria,2010,A,,P20,,,,,9.444,3787,40773.36,10.767,400.995340957221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-5e-P21,David Eichenberg,Eurya muricata,2011,A,,P21,11,,t116210010011,,1.06,460,1052.61,10.02,433.962264150943,1.147,42.872,37.374,,,,,,,,,,,,,,,,,,,,,,,,,93.499,41.46
A-23-P23,David Eichenberg,Rhus chinensis,2011,A,,P23,0809,t116230010809,,,10.02,3510,43625.76,13.55,350.299401197605,1.634,48.067,29.422,,,,0.14,11.659,0.204,26.253,5.765,0.108,1.797,2.296,3.641,0.118,0,0.014,0,0.071,0,0.006,0,0,,,,,
manyuy_B_P26_1216_26-08-12,Wenzel Kroeber,Manglietia fordiana,2012,B,,P26,1216,t216260011216,,,8.27,3000,25649.482,362.757,362.756952841596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-3c-P28,David Eichenberg,Distylium buxifolium,2011,B,,P28,310,,t216280010310,,0.74,340,574.25,10.44,459.459459459459,1.376,44.924,32.64,,,,,,,,,,,,,,,,,,,,,,,,,118.011,63.841
B-18r-P28,David Eichenberg,Hydrangea chinensis,2011,B,,P28,312,,t216280010312,,0.63,200,1540.69,24.65,317.460317460317,2.06,43.953,21.334,,,,,,,,,,,,,,,,,,,,,,,,,,
B-12l-P28,David Eichenberg,Photinia hirsuta,2011,B,,P28,313,,t216280010313,,0.86,410,1121.67,10.43,476.744186046512,1.659,47.205,28.449,,,,0.124,18.266,0.324,12.973,3.215,1.942,7.55,0.582,2.849,0.028,0,0.018,0.001,0.06,0.023,0.004,0,0,,,,55.387,
B-14n-P28,David Eichenberg,Rhododendron ovatum,2011,B,,P28,504,,t216280010504,,0.84,360,506.16,8.73,428.571428571429,1.349,47.34,35.086,,,,,,,,,,,,,,,,,,,,,,,,,127.756,109.058
B-8h-P28,David Eichenberg,Syzygium buxifolium,2011,B,,P28,511,,t216280010511,,0.93,490,102.19,11.18,526.881720430108,1.078,48.25,44.754,,,,,,,,,,,,,,,,,,,,,,,,,,
B-15o-P28,David Eichenberg,Phyllanthus glaucus,2011,B,,P28,0611,,t216280010611,,0.55,160,739.44,19.29,290.909090909091,2.269,44.357,19.553,,,,,,,,,,,,,,,,,,,,,,,,,,
B-17q-P28,David Eichenberg,Rhododendron simsii,2011,B,,P28,0613,,t216280010613,,1.04,410,708.67,12.88,394.230769230769,0.969,45.96,47.428,,,,,,,,,,,,,,,,,,,,,,,,,,
B-11k-P29,David Eichenberg,Viburnum setigerum,2011,B,,P29,1216,,t216290011216,,1.71,670,1358.54,10.45,391.812865497076,1.322,49.298,37.304,,,,,,,,,,,,,,,,,,,,,,,,,85.433,32.079
B-16p-P29,David Eichenberg,Ficus erecta,2011,B,,P29,1319,,t216290011319,,0.72,170,930.38,24.81,236.111111111111,2.679,43.487,16.235,,,,,,,,,,,,,,,,,,,,,,,,,,
B-40-P7-0406-CR,Christian Ristok,Machilus thunbergii,2011,B,,P7,406,t216070010406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.593,0.457
B-40-P7,David Eichenberg,Machilus thunbergii,2011,B,,P7,503,t216070010503,,,0.68,250,780.66,11.15,367.647058823529,1.34,47.496,35.447,,,,0.421,25.8,0.196,11.79,4.315,2.01,6.975,1.282,3.124,0.095,0,0.036,0,0.12,0.007,0.002,0,0,,,,21.593,1.074
elachi_B_P7_1700_20-08-12,Wenzel Kroeber,Elaeocarpus chinensis,2012,B,,P7,1700,t216070011700,,,1.58,700,6850.107,443.038,443.037974683544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-24-Q16,David Eichenberg,Quercus fabri,2011,A,,Q16,1802,t117160011802,,,2.36,1200,1802.79,12.43,508.474576271186,1.653,47.485,28.735,,,,0.4,20.97,0.42,15.66,3.97,2.64,3.35,2.76,5.08,0.06,0,0.03,0,0.09,0.01,0,0,0,,,,,
B-32-Q2,David Eichenberg,Castanopsis fargesii,2011,B,,Q2,2,t217020010002,,,1.51,550,1317.65,10.54,364.238410596026,1.937,47.15,24.336,,,,0.406,12.394,0.269,13.67,3.93,2.576,6.842,1.796,4.118,0.127,0.002,0.025,0.02,0.064,0.011,0.007,0,0.002,,,,,
B-13m-Q2,David Eichenberg,Itea chinensis,2011,B,,Q2,2,,t217020010002,,1.37,430,1249.63,12.19,313.868613138686,1.297,46.212,35.63,,,,,,,,,,,,,,,,,,,,,,,,,,
