Taxon,CSP,age class,abundance,Taxonomic.assignment
OTU_1928,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae
OTU_1991,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Lyophyllaceae; Asterophora
OTU_2009,CSP16,young,1,Fungi;Glomeromycota Glomeromycetes; Glomerales; Glomeraceae
OTU_2072,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0001,CSP17,young,12,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0005,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0019,CSP17,young,2,Fungi;Ascomycota
OTU_0021,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Tremellodendron
OTU_0022,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0032,CSP17,young,11,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0034,CSP17,young,1,Fungi
OTU_0035,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0036,CSP17,young,202,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Tricholoma
OTU_0037,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0044,CSP17,young,13,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP17,young,35,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0059,CSP17,young,6,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0071,CSP17,young,4,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0081,CSP17,young,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_0084,CSP17,young,5,Fungi
OTU_0086,CSP17,young,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0094,CSP17,young,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP17,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP17,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP17,young,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0131,CSP17,young,6,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0137,CSP17,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0139,CSP17,young,15,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0151,CSP17,young,2,Fungi
OTU_0178,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0214,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0215,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Chalara
OTU_0233,CSP17,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0234,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Cenococcum
OTU_0235,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Trichosporon
OTU_0265,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP17,young,1,Fungi
OTU_0336,CSP17,young,41,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0362,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP17,young,7,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0410,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Rhizoscyphus
OTU_0430,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0434,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Boletales; Boletaceae; Tylopilus
OTU_0446,CSP17,young,1,Fungi;Ascomycota
OTU_0450,CSP17,young,8,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0463,CSP17,young,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0492,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0514,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0545,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0611,CSP17,young,27,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0615,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0616,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0629,CSP17,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0656,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0721,CSP17,young,3,Fungi;Mucoromycotina; Mucorales
OTU_0742,CSP17,young,1,Fungi
OTU_0748,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0751,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0768,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0774,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0775,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0779,CSP17,young,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0787,CSP17,young,42,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0790,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0795,CSP17,young,6,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0796,CSP17,young,1,Fungi
OTU_0797,CSP17,young,10,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0799,CSP17,young,2,Fungi
OTU_0805,CSP17,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0812,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0816,CSP17,young,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0819,CSP17,young,1,Fungi
OTU_0821,CSP17,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0838,CSP17,young,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0843,CSP17,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0845,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0862,CSP17,young,33,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0863,CSP17,young,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes
OTU_0864,CSP17,young,9,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Cenococcum
OTU_0870,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0871,CSP17,young,50,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0872,CSP17,young,12,Fungi
OTU_0873,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Bankeraceae; Boletopsis
OTU_0874,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0876,CSP17,young,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0879,CSP17,young,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0880,CSP17,young,31,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0881,CSP17,young,58,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0883,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0884,CSP17,young,3,Fungi
OTU_0890,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Capnodiales Ramichloridium
OTU_0892,CSP17,young,39,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0898,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Pezizales incertae sedis; Phialea
OTU_0900,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0902,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0903,CSP17,young,1,Fungi;Ascomycota
OTU_0904,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0906,CSP17,young,3,Fungi
OTU_0909,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0910,CSP17,young,1,Fungi
OTU_0911,CSP17,young,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0921,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0951,CSP17,young,1,Fungi
OTU_0963,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1046,CSP17,young,3,Fungi
OTU_1050,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentellopsis
OTU_1058,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1119,CSP17,young,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Arcangeliella
OTU_1185,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Cordycipitaceae; Beauveria
OTU_1243,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1300,CSP17,young,11,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1330,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_1331,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Exidiaceae; Heterochaete
OTU_1335,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1354,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1375,CSP17,young,1,Fungi
OTU_1413,CSP17,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1425,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1573,CSP17,young,2,Fungi
OTU_1642,CSP17,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1648,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1657,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Macowanites
OTU_1681,CSP17,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1781,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1791,CSP17,young,1,Fungi
OTU_1841,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellaceae; Tremella
OTU_1867,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_2072,CSP17,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_2146,CSP17,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0001,CSP25,young,44,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0003,CSP25,young,42,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0005,CSP25,young,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0011,CSP25,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0013,CSP25,young,15,Fungi;Ascomycota; Leptodontidium
OTU_0014,CSP25,young,20,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0019,CSP25,young,33,Fungi;Ascomycota
OTU_0022,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0032,CSP25,young,36,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0034,CSP25,young,3,Fungi
OTU_0035,CSP25,young,14,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0038,CSP25,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae
OTU_0044,CSP25,young,29,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0048,CSP25,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0050,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypomyces
OTU_0059,CSP25,young,7,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0071,CSP25,young,8,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0090,CSP25,young,7,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0094,CSP25,young,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP25,young,4,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP25,young,9,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP25,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP25,young,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0124,CSP25,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Hydnaceae; Hydnum
OTU_0132,CSP25,young,1,Fungi
OTU_0137,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0139,CSP25,young,20,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0151,CSP25,young,1,Fungi
OTU_0177,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina
OTU_0200,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Clavicipitaceae; Paecilomyces
OTU_0215,CSP25,young,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Chalara
OTU_0233,CSP25,young,6,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0235,CSP25,young,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Trichosporon
OTU_0251,CSP25,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0258,CSP25,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0265,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0322,CSP25,young,15,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP25,young,4,Fungi
OTU_0332,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Cordycipitaceae; Beauveria
OTU_0343,CSP25,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0345,CSP25,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0346,CSP25,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Sagenomella
OTU_0353,CSP25,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0362,CSP25,young,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP25,young,8,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0443,CSP25,young,6,Fungi
OTU_0446,CSP25,young,11,Fungi;Ascomycota
OTU_0449,CSP25,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
