Taxon,CSP,age class,abundance,Taxonomic.assignment
OTU_0449,CSP05,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0450,CSP05,medium,9,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0459,CSP05,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales
OTU_0462,CSP05,medium,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Xylariales; Amphisphaeriaceae; Pestalotiopsis
OTU_0463,CSP05,medium,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0464,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0470,CSP05,medium,1,Fungi;Ascomycota; mitosporic Ascomycota; Sympodiella
OTU_0492,CSP05,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0530,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0584,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Laccaria
OTU_0615,CSP05,medium,4,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0649,CSP05,medium,10,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Entoloma
OTU_0652,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_0655,CSP05,medium,1,Fungi
OTU_0656,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0663,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0692,CSP05,medium,1,Fungi;Ascomycota
OTU_0695,CSP05,medium,4,Fungi;Ascomycota; Leotiomycetes; Helotiales
OTU_0697,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0742,CSP05,medium,1,Fungi
OTU_0774,CSP05,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0787,CSP05,medium,11,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0796,CSP05,medium,4,Fungi
OTU_0810,CSP05,medium,1,Fungi
OTU_0811,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0831,CSP05,medium,2,Fungi;Basidiomycota; Pucciniomycotina; Cystobasidiomycetes; Erythrobasidiales; Erythrobasidiaceae; Rhodotorula
OTU_0838,CSP05,medium,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0843,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0846,CSP05,medium,2,Fungi;Ascomycota; Leptodontidium
OTU_0876,CSP05,medium,13,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0884,CSP05,medium,8,Fungi
OTU_0906,CSP05,medium,1,Fungi
OTU_0997,CSP05,medium,1,Fungi;Mucoromycotina
OTU_0999,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1084,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1105,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1113,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1121,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Ganodermataceae; Ganoderma
OTU_1127,CSP05,medium,3,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Capnodiales; Teratosphaeriaceae; Devriesia
OTU_1134,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_1172,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1211,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1233,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1299,CSP05,medium,4,Fungi;Basidiomycota
OTU_1335,CSP05,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1412,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1639,CSP05,medium,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae
OTU_1715,CSP05,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1740,CSP05,medium,1,Fungi;Ascomycota; Cenococcum
OTU_1895,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_2010,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0001,CSP08,medium,21,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0005,CSP08,medium,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0008,CSP08,medium,21,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0011,CSP08,medium,73,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0014,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0015,CSP08,medium,3,Fungi
OTU_0018,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0019,CSP08,medium,2,Fungi;Ascomycota
OTU_0024,CSP08,medium,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0028,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Clavulina
OTU_0032,CSP08,medium,52,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0035,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0037,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0038,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae
OTU_0044,CSP08,medium,24,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0059,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0070,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Leotiaceae; Leotia
OTU_0071,CSP08,medium,12,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0077,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Cryptosporiopsis
OTU_0078,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Lyophyllaceae; Asterophora
OTU_0079,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0081,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_0084,CSP08,medium,6,Fungi
OTU_0085,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Nectriaceae; Ilyonectria
OTU_0086,CSP08,medium,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0092,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0094,CSP08,medium,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP08,medium,4,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP08,medium,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP08,medium,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0113,CSP08,medium,12,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0115,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Hyaloscyphaceae; Arachnopeziza
OTU_0131,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0139,CSP08,medium,11,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0141,CSP08,medium,1,Fungi;Ascomycota
OTU_0149,CSP08,medium,3,Fungi
OTU_0188,CSP08,medium,1,Fungi;Ascomycota
OTU_0193,CSP08,medium,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0199,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0202,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Orbiliomycetes Venturiaceae
OTU_0233,CSP08,medium,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0235,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Trichosporon
OTU_0251,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0278,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0293,CSP08,medium,1,Fungi;Ascomycota
OTU_0322,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP08,medium,4,Fungi
OTU_0332,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Cordycipitaceae; Beauveria
OTU_0334,CSP08,medium,14,Fungi
OTU_0343,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0345,CSP08,medium,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0351,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Menispora
OTU_0362,CSP08,medium,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP08,medium,10,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0415,CSP08,medium,1,Fungi;Ascomycota
OTU_0423,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales
OTU_0424,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0443,CSP08,medium,1,Fungi
OTU_0444,CSP08,medium,1,Fungi;Ascomycota; Spirosphaera
OTU_0445,CSP08,medium,15,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0450,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0462,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Xylariales; Amphisphaeriaceae; Pestalotiopsis
OTU_0477,CSP08,medium,3,Fungi
OTU_0478,CSP08,medium,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0479,CSP08,medium,47,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0480,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Magnaporthales; Magnaporthaceae; Phialophora
OTU_0485,CSP08,medium,28,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0487,CSP08,medium,5,Fungi;Ascomycota
OTU_0488,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0489,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0492,CSP08,medium,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0494,CSP08,medium,21,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0495,CSP08,medium,1,Fungi;Ascomycota; mitosporic Ascomycota; Leptodontidium
OTU_0496,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Xylariales; Amphisphaeriaceae; Pestalotiopsis
OTU_0497,CSP08,medium,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Scytalidium
OTU_0501,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0504,CSP08,medium,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Rhytismatales; Rhytismataceae; Lophodermium
OTU_0510,CSP08,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0511,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0514,CSP08,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0522,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Hyalodendriella
OTU_0523,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0524,CSP08,medium,23,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0525,CSP08,medium,4,Fungi;Ascomycota; mitosporic Ascomycota; Leptodontidium
OTU_0530,CSP08,medium,14,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0540,CSP08,medium,1,Fungi;Ascomycota
OTU_0543,CSP08,medium,20,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0545,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0547,CSP08,medium,3,Fungi;Ascomycota; Leotiomycetes Helotiales
OTU_0555,CSP08,medium,1,Fungi
OTU_0556,CSP08,medium,16,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0584,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Laccaria
OTU_0591,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0599,CSP08,medium,2,Fungi
OTU_0611,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0615,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0655,CSP08,medium,1,Fungi
OTU_0656,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0681,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0706,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0709,CSP08,medium,1,Fungi
OTU_0711,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0742,CSP08,medium,2,Fungi
OTU_0743,CSP08,medium,122,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0794,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0795,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0796,CSP08,medium,4,Fungi
OTU_0799,CSP08,medium,1,Fungi
OTU_0805,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0821,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0826,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0830,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0837,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Idriella
OTU_0838,CSP08,medium,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0874,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0876,CSP08,medium,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0898,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Pezizales incertae sedis; Phialea
OTU_0903,CSP08,medium,2,Fungi;Ascomycota
OTU_0926,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0970,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0997,CSP08,medium,1,Fungi;Mucoromycotina
OTU_1009,CSP08,medium,4,Fungi;Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Pichia
OTU_1047,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_1058,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1063,CSP08,medium,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1084,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1093,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_1103,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Cantharellaceae; Craterellus
OTU_1105,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1107,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Clitocybula
OTU_1113,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1128,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1135,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1140,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1143,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales
OTU_1145,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Clavariaceae; Clavaria
OTU_1186,CSP08,medium,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1211,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1237,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_1242,CSP08,medium,1,Fungi;Basidiomycota
OTU_1294,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1304,CSP08,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_1330,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_1354,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1364,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Hygrophoraceae; Hygrocybe
OTU_1365,CSP08,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1377,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Marasmiaceae; Marasmiellus
OTU_1413,CSP08,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1415,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Hydropus
OTU_1436,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1590,CSP08,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1606,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Physalacriaceae; Strobilurus
OTU_1618,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1626,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1637,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_1703,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1708,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1719,CSP08,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1725,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1846,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1852,CSP08,medium,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes
OTU_2010,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_2024,CSP08,medium,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0001,CSP09,medium,11,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0003,CSP09,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0004,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0005,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0008,CSP09,medium,22,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0009,CSP09,medium,259,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0011,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0013,CSP09,medium,2,Fungi;Ascomycota; Leptodontidium
OTU_0014,CSP09,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0025,CSP09,medium,162,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0029,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0032,CSP09,medium,22,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0044,CSP09,medium,8,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0059,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0071,CSP09,medium,7,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0072,CSP09,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0078,CSP09,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Lyophyllaceae; Asterophora
OTU_0079,CSP09,medium,10,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0084,CSP09,medium,1,Fungi
OTU_0086,CSP09,medium,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
