rownr,date,Date,start,end,plotignore,CSP,working condition,protoc.first,protoc.sur,meas.first,meas.sur,entered.first,entered.sur,entered.date,page,Central_subplot,CWD-Id,CWD_CSP_original,Idaddon,CWD_CSP,Species,specunpolished,TagAFCW,TagMBa,TagAFCW original,TagMBa original,DBH,dbh.comment,dbhpostmean,dbhpostsd,stemsGrEq10,stemsCnSm10,height,BD,lookup tag,dbase.remark.kn,dtop,dtop.remark.kn,length,len.rem.kn,height_length,hei.len.rem.kn,broken at,broken diam,neigh.label,reference is self,neigh.dist,neigh.azimut,direction CWD,pos.cw,pos.af_original,plot estimate,pos.af,alive,sc,mc,dc,ter,rot,fungi,valid,crown_origin,remark,vol_factor,Allometrie,comment Karin,meandbh,meanGr10,meanSm10Cn,ice_storm_representative
1415,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,2,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,377655,,377655,,,,,,,,14,369191,,3,,,,9.79,,,,369191,true,3.93,325,310,,8,,8,d,1,1,1,,,,,369191,ref is origin,,allo,,,,,no
1416,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,3,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.3,,,3,,,,1.5,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
1417,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,4,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.3,,,3,,,,0.9,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
1418,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,5,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.3,,,3,,,,1.1,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
1419,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,6,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.4,,,3,,,,0.8,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
1420,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,3,w,18,CSP18_18,7,CSP18_18,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3,,,3,,,,0.2,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
1421,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,19,CSP18_19,1,CSP18_19,Lithocarpus glaber,Lithocarpus glaber,,370176,,370176,10,,,,1,,,10,,,3,,,,14.17,,,,369182,,3.1,196,342,,5,,5,l,0,1,1,,,,,,-,,,,10,1,,yes
1422,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,20,CSP18_20,1,CSP18_20,Pinus massoniana,Pinus massoniana,,369176,,life 369176,31.5,,,,1,,,37.5,369176,,19.5,,,,7.3,,,,369176,true,is own ref,is own ref,nn,,4,,4,d,0,1,1,,,,,,Harzbaum,,,,31.5,1,,yes
1423,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,20,CSP18_20,2,CSP18_20,Pinus massoniana,Pinus massoniana,,370098,,370098,,,,,,,,19.5,369176,,3,,,,9,~9.00,,,369176,true,8.95,332,320,,8,,8,d,1,1,1,,,,,369176,ref is origin,,,,,,,no
1424,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,21,CSP18_21,1,CSP18_21,Lithocarpus glaber,Lithocarpus glaber,,370245,,370245,15.5,,,,1,,,17.5,,,3,,,,15.55,,,,369182,,2.09,268,335,,5,,5,l,0,1,1,,,,,,-,,,,15.5,1,,yes
1425,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,22,CSP18_22,1,CSP18_22,Lithocarpus glaber,Lithocarpus glaber,,377366,,377366,,,,,,,,16.5,369182,,3,,,,15.75,,,,369182,true,2.13,29,335,,8,,8,d,10,1,1,,,,,369182,ref is origin,,,,,,,no
1426,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,22,CSP18_22,2,CSP18_22,Lithocarpus glaber,Lithocarpus glaber,,369182,,369182,17.5,,,,1,,,20.5,369182,,16.5,,,,5.9,,,,369182,true,is own ref,is own ref,nn,,4,,4,l,0,1,1,,,,,,-,,,,17.5,1,,yes
1427,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,23,CSP18_23,1,CSP18_23,Alniphyllum fortunei,Alniphyllum fortunei,,370779,,370779,16,,,,,,,18,,,10,,,,5.14,,,,369122,,2.65,205,350,,7,,7,d,40,5,2,t termites,,,,,Termite,,,,16,,,no
1428,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,24,CSP18_24,1,CSP18_24,Lithocarpus glaber,Lithocarpus glaber,,377064,,377064,8.5,,,,,,,10,,,3,,,,6.9,,,,369915,,1,320,nn,,2,,2,d,0,5,1,,,,,,-,,,,8.5,,,no
1429,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,25,CSP18_25,1,CSP18_25,NA,nn,,377447,,377447,,,,,,,,10,,,4,,,,3.7,,,,369132,,0.2,20,15,,11,,11,d,100,5,3,t termites,,,,,Termite,,,,,,,no
1430,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,26,CSP18_26,1,CSP18_26,Castanopsis eyrei,Castanopsis eyrei,,371531,,371531,,,,,,,,15,,,5,,,,8.47,,,,369122,,2.5,105,325,,7,,7,d,0,5,3,t termites,,,,,Termite,,,,,,,no
1431,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,26,CSP18_26,2,CSP18_26,Castanopsis eyrei,Castanopsis eyrei,,370762,,370762,,,,,,,,21.5,,,12,,,,1,,,,369122,,6.07,125,nn,,10,,10,d,0,5,3,t termites,,,,,termite,,,,,,,no
1432,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,26,CSP18_26,3,CSP18_26,Castanopsis eyrei,Castanopsis eyrei,,372900,,372900,,,,,,,,17.5,,,15,,,,3.3,,,,369122,,2.34,81,0,,7,,7,d,40,5,3,t termites,,,0.1,,"10% left, termite",0.1,,,,,,no
1433,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,27,CSP18_27,1,CSP18_27,Pinus massoniana,Pinus massoniana,,371185,,371185,,,,,,,,21.5,,,9.5,,,,9.14,,,,369122,,5.97,50,320,,7,,7,d,70,5,2,t termites,brown mould,,,,"brown rot, termite",,,,,,,no
1434,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,1,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,370864,,370864,,,,,,,,20,,,3,,,,8.73,,,,369122,,6.66,61,342,,8,,8,d,5,1,1,,,,,,-,,,,,,,no
1435,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,2,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.5,,,3,,,,1.3,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1436,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,3,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.4,,,3,,,,1.15,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1437,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,4,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3,,,3,,,,0.45,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1438,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,5,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.2,,,3,,,,1.2,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1439,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,4,w,28,CSP18_28,6,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5,,,4,,,,1.65,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1440,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,w,28,CSP18_28,7,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.8,,,3,,,,1.1,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1441,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,w,28,CSP18_28,8,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5,,,3,,,,1.35,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1442,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,w,28,CSP18_28,9,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.1,,,3,,,,0.4,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1443,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,w,28,CSP18_28,10,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.5,,,3,,,,3.5,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1444,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,w,28,CSP18_28,11,CSP18_28,Lithocarpus glaber,Lithocarpus glaber,,369178,,life 369178,16.5,,,,1,,,20,369178,,18,,,,3.4,,,,369178,true,is own ref,is own ref,nn,,4,,4,l/d,0,1,1,,,,,,-,,,,16.5,1,,yes
1445,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,29,CSP18_29,1,CSP18_29,Lithocarpus glaber,Lithocarpus glaber,,363586,,363586,10,,,,,,,12,,,10,,,,1.65,,,,371540,,0.35,250,nn,,4,,4,d,0,5,3,t termites,,,,,termite,,,,10,,,no
1446,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,29,CSP18_29,2,CSP18_29,Lithocarpus glaber,Lithocarpus glaber,,370774,,370774,,,,,,,,10,,,9,,,,1.5,,,,371540,,1.4,300,215,,7,,7,d,75,5,3,t termites,,,,,termite,,,,,,,no
1447,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,29,CSP18_29,3,CSP18_29,Lithocarpus glaber,Lithocarpus glaber,,379446,,379446,,,,,,,,11,,,10,,,,0.8,,,,371540,,1.9,238,310,,7,,7,d,60,5,3,t termites,,,,,termite,,,,,,,no
1448,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,30,CSP18_30,1,CSP18_30,Quercus phillyreoides,Quercus glandulifera var. brevipetiolata,,,,no tag,,,,,,,,5.2,,,4.5,,,,0.9,,,,no tag,,nn,nn,185,,9,,9,d,80,5,2,,,,,,-,,,,,,,no
1449,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,31,CSP18_31,1,CSP18_31,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.4,,,3,,,,2.6,,,,no tag,,nn,nn,180,,9,,9,d,60,5,1,,,,,,-,,,,,,,no
1450,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,32,CSP18_32,1,CSP18_32,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,8,,,3,,,,3.6,,,,no tag,,nn,nn,0,,7,,7,d,30,5,3,t termites,,,,,termite,,,,,,,no
1451,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,33,CSP18_33,1,CSP18_33,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.2,,,4,,,,2,,,,no tag,,nn,nn,171,,9,,9,d,50,5,3,,,,,,-,,,,,,,no
1452,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,34,CSP18_34,1,CSP18_34,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.2,,,3,,,,1.7,,,,no tag,,nn,nn,295,,9,,9,d,0,5,1,,,,,,-,,,,,,,no
1453,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,35,CSP18_35,1,CSP18_35,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4,,,3,,,,0.9,,,,no tag,,nn,nn,275,,9,,9,d,80,5,2,,,,,,-,,,,,,,no
1454,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,36,CSP18_36,1,CSP18_36,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,4.2,,,3,,,,1,,,,no tag,,nn,nn,95,,8part,,8part,d,1,5,3,,,,,,-,,,,,,,no
1455,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,36,CSP18_36,2,CSP18_36,Pinus massoniana,Pinus massoniana,,370892,,370892,,,,,,,,22,,,3,,,,4.3,,,,363934,,0.8,160,320,,8part,,8part,d,80,5,3,,,,,,-,,,,,,,no
1456,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,36,CSP18_36,3,CSP18_36,Pinus massoniana,Pinus massoniana,,363011,,363011,,,,,,,,17,,,13,,,,2.35,,,,369310,,0.6,342,nm,,7,,7,d,0,5,3,t termites,,,,,"hanging in the ""Zwiesel"" of ref, termite",,,,,,,no
1457,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,37,CSP18_37,1,CSP18_37,Corylopsis glandulifera,Corylopsis glandulifera var. hypoglauca,,,,no tag,6.1,,,,,,,8.5,369581,,4.5,,,,5.5,,,,369581,true,0,280,280,,7,,7,d,0,5,1,,,,,,ref is origin,,,,6.1,,,no
1458,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,5,c,38,CSP18_38,1,CSP18_38,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,4.2,,,3,,,,1.7,,,,no tag,,nn,nn,220,,9,,9,d,10,5,2,,,,,,-,,,,,,,no
1459,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,39,CSP18_39,1,CSP18_39,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,7.2,,,7,,,,1.3,,,,no tag,,nn,nn,280,,9,,9,d,40,5,2,t termites,,,,,Termite,,,,,,,no
1460,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,40,CSP18_40,1,CSP18_40,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,7.3,,,3,,,,4.5,~4.50,,,no tag,,nn,nn,280,,9,,9,d,0,1,1,,,,,,-,,,,,,,no
1461,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,41,CSP18_41,1,CSP18_41,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,6,,,3,,,,0.95,,,,no tag,,nn,nn,15,,9,,9,d,100,5,3,,,,,,-,,,,,,,no
1462,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,42,CSP18_42,1,CSP18_42,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,3.9,,,3,,,,1.8,,,,no tag,,nn,nn,355,,9,,9,d,20,1,1,,,,,,-,,,,,,,no
1463,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,43,CSP18_43,1,CSP18_43,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,7.3,,,7,,,,0.75,,,,no tag,,nn,nn,310,,9,,9,d,100,5,3,,,,,,-,,,,,,,no
1464,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,44,CSP18_44,1,CSP18_44,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.8,,,8.7,,,,0.6,,,,no tag,,nn,nn,355,,9,,9,d,50,5,3,,,,,,-,,,,,,,no
1465,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,45,CSP18_45,1,CSP18_45,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,7.3,,,5.4,,,,1.5,,,,no tag,,nn,nn,315,,9,,9,d,100,5,3,t termites,,,,,Termite,,,,,,,no
1466,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,46,CSP18_46,1,CSP18_46,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,8.7,,,3,,,,7,~7.00,,,no tag,,nn,nn,320,,9,,9,d,1,1,1,,,,,,-,,,,,,,no
1467,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,47,CSP18_47,1,CSP18_47,NA,nn,,,,no tag,,,,,,,,4.5,,,3.2,,,,1.1,,,,no tag,,nn,nn,220,,9,,9,d,90,5,3,,,,,,-,,,,,,,no
1468,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,48,CSP18_48,1,CSP18_48,Alniphyllum fortunei,Alniphyllum fortunei,,,,no tag,,,,,,,,3.9,,,3,,,,1,,,,no tag,,nn,nn,220,,9,,9,d,100,5,1,,,,,,-,,,,,,,no
1469,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,49,CSP18_49,1,CSP18_49,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,6,,,3,,,,2,,,,no tag,,nn,nn,275,,9,,9,d,1,1,1,,,,,,-,,,,,,,no
1470,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,49,CSP18_49,2,CSP18_49,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,4.5,,,3,,,,1,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1471,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,50,CSP18_50,1,CSP18_50,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.8,,,4,,,,1.15,,,,no tag,,nn,nn,355,,9,,9,d,80,5,3,t termites,,,,,Termite,,,,,,,no
1472,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,51,CSP18_51,1,CSP18_51,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4.1,,,3,,,,1.5,,,,no tag,,nn,nn,305,,9,,9,d,10,1,1,,,,,,-,,,,,,,no
1473,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,52,CSP18_52,1,CSP18_52,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4,,,3,,,,2,,,,no tag,,nn,nn,270,,9,,9,d,20,1,1,,,,,,-,,,,,,,no
1474,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,53,CSP18_53,1,CSP18_53,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4.4,,,3,,,,0.8,,,,no tag,,nn,nn,nm,,11,,11,d,0,5,3,,,,,,hanging- no CWD direction,,,,,,,no
1475,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,54,CSP18_54,1,CSP18_54,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,7.2,,,4.6,,,,1.2,,,,no tag,,nn,nn,nm,,9,,9,d,0,5,3,,,,,,hanging- no CWD direction,,,,,,,no
1476,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,54,CSP18_54,2,CSP18_54,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,5,,,4,,,,0.3,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1477,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,55,CSP18_55,1,CSP18_55,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,5.1,,,3,,,,1.4,,,,no tag,,nn,nn,285,,9,,9,d,5,1,1,,,,,,-,,,,,,,no
1478,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,6,c,55,CSP18_55,2,CSP18_55,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4.2,,,3,,,,0.45,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
