rownr,date,Date,start,end,plotignore,CSP,working condition,protoc.first,protoc.sur,meas.first,meas.sur,entered.first,entered.sur,entered.date,page,Central_subplot,CWD-Id,CWD_CSP_original,Idaddon,CWD_CSP,Species,specunpolished,TagAFCW,TagMBa,TagAFCW original,TagMBa original,DBH,dbh.comment,dbhpostmean,dbhpostsd,stemsGrEq10,stemsCnSm10,height,BD,lookup tag,dbase.remark.kn,dtop,dtop.remark.kn,length,len.rem.kn,height_length,hei.len.rem.kn,broken at,broken diam,neigh.label,reference is self,neigh.dist,neigh.azimut,direction CWD,pos.cw,pos.af_original,plot estimate,pos.af,alive,sc,mc,dc,ter,rot,fungi,valid,crown_origin,remark,vol_factor,Allometrie,comment Karin,meandbh,meanGr10,meanSm10Cn,ice_storm_representative
1479,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,56,CSP18_56,1,CSP18_56,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4.4,,,3,,,,2,,,,no tag,,nn,nn,230,,9,,9,d,1,1,1,,,,,,-,,,,,,,no
1480,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,57,CSP18_57,1,CSP18_57,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4,,,3,,,,0.65,,,,no tag,,nn,nn,140,,9,,9,d,100,5,3,,,,,,-,,,,,,,no
1481,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,58,CSP18_58,1,CSP18_58,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,3,,,3,,,,0.6,,,,no tag,,nn,nn,5,,9,,9,d,100,5,3,,,,,,-,,,,,,,no
1482,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,59,CSP18_59,1,CSP18_59,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,3.7,,,3,,,,0.45,,,,no tag,,nn,nn,40,,9,,9,d,70,5,3,,,,,,-,,,,,,,no
1483,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,60,CSP18_60,1,CSP18_60,Corylopsis glandulifera,Corylopsis glandulifera var. hypoglauca,,,,no tag,5.7,,,,,,,6,,,3,,,,8,~8.00,,,no tag,,nn,nn,nn,,2,,2,d,0,5,1,,,,,,-,,,,5.7,,,no
1484,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,61,CSP18_61,1,CSP18_61,Corylopsis glandulifera,Corylopsis glandulifera var. hypoglauca,,,,no tag,,,,,,,,5.9,,,4.9,,,,0.75,,,,no tag,,nn,nn,300,,9,,9,d,30,5,3,t termites,,,,,Termite,,,,,,,no
1485,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,62,CSP18_62,1,CSP18_62,Corylopsis glandulifera,Corylopsis glandulifera var. hypoglauca,,,,no tag,,,,,,,,5.4,,,3,,,,3.6,,,,no tag,,nn,nn,300,,9,,9,d,0,5,2,,,,,,-,,,,,,,no
1486,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,63,CSP18_63,1,CSP18_63,Pinus massoniana,Pinus massoniana,,375891,,life 375891,16.3,,,,,,,21.5,375891,,7,,,,10.4,,,,375891,true,is own ref,is own ref,nn,,2,,2,d,0,5,1,,,,,,-,,,,16.3,,,no
1487,2009-01-12 00:00:00,,1899-12-30 09:50:00,nn,,CSP18,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-05 00:00:00,7,c,64,CSP18_64,1,CSP18_64,Pinus massoniana,Pinus massoniana,,,,no tag,,,,,,,,10,,,9.5,,,,0.9,,,,no tag,,nn,nn,nm,,11,,11,d,0,5,3,,,,,,hanging- no CWD direction,,,,,,,no
1488,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,1,CSP20_1,1,CSP20_1,Cunninghamia lanceolata,Cunninghamia lanceolata,,372076,,life 372076,23,,,,,,,27,,,3,,,,13.3,,,,372076,,0,177,177,,6,,6,d,0,3,1,,,,,,fresh cut by farmer,,,,23,,,no
1489,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,1,CSP20_1,2,CSP20_1,Cunninghamia lanceolata,Cunninghamia lanceolata,,377191,,377191,,,,,,,,33.5,372076,,27,,,,0.25,,,,372076,true,is own ref,is own ref,nn,,10,,10,d,0,3,1,,,,,,fresh cut by farmer,,,,,,,no
1490,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,2,CSP20_2,1,CSP20_2,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,4.4,,,3.7,,,,1.57,,,,no tag,,nn,nn,265,,11,,11,d,95,5,1,,,,,,-,,,,,,,no
1491,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,3,CSP20_3,1,CSP20_3,Rhus chinensis,Rhus chinensis,,,,no tag,4.2,,,,,1,,4.8,,,3,,,,3.25,,1,,no tag,,nn,nn,190,,3,,3,d,0,1,1,,,,,,broken at 1.00m,,,,4.2,,1,yes
1492,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,4,CSP20_4,1,CSP20_4,Rhus chinensis,Rhus chinensis,,,,no tag,3.8,,,,,,,4.2,,,3,,,,3.67,,,,no tag,,nn,nn,nn,,1,,1,d,0,5,1,,,,,,-,,,,3.8,,,no
1493,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,5,CSP20_5,1,CSP20_5,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,4.1,,,3,,,,1.2,,,,no tag,,nn,nn,195,,8,,8,d,0,5,1,,,fungi (+),,,fungi,,,,,,,no
1494,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,5,CSP20_5,2,CSP20_5,Rhus chinensis,Rhus chinensis,,,,no tag,3.9,,,,,,,5,,,3.3,,,,2,,,,no tag,,nn,nn,nn,,4,,4,d,0,5,1,,,fungi (+),,,fungi,,,,3.9,,,no
1495,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,6,CSP20_6,1,CSP20_6,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,3,,,3,,,,1.2,,,,no tag,,nn,nn,135,,7,,7,d,0,5,2,,,,,,-,,,,,,,no
1496,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,7,CSP20_7,1,CSP20_7,Glochidion puberum,Glochidion puberum,,,,no tag,,,,,,,,3.7,,,3,,,,2.8,,,,no tag,,nn,nn,190,,7,,7,d,0,5,1,,,,,,-,,,,,,,no
1497,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,8,CSP20_8,1,CSP20_8,Rhus chinensis,Rhus chinensis,,,,no tag,3,,,,,,,3.4,,,3,,,,1.6,,0.4,,no tag,,nn,nn,130,,3,,3,d,0,5,2,,,,,,boken at 0.40m,,,"how can this have a dbh, if it is broken at 40 cm?",3,,,no
1498,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,8,CSP20_8,2,CSP20_8,Rhus chinensis,Rhus chinensis,,,,no tag,3.1,,,,,,,3.6,,,3,,,,2.3,,,,no tag,,nn,nn,nn,,2,,2,d,0,5,2,,,,,,-,,,how can this have a dbh if it belongs to the previous standing trunk?,3.1,,,no
1499,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,9,CSP20_9,1,CSP20_9,Rhus chinensis,Rhus chinensis,,,,no tag,3.5,,,,,,,4.6,,,3,,,,2.6,,,,no tag,,nn,nn,nn,,1,,1,d,0,5,1,,,,,,-,,,,3.5,,,no
1500,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,10,CSP20_10,1,CSP20_10,Rhus chinensis,Rhus chinensis,,,,no tag,3,,,,,,,3.2,,,3,,,,1.3,,,,no tag,,nn,nn,nn,,2,,2,d,0,5,2,,,,,,-,,,,3,,,no
1501,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,11,CSP20_11,1,CSP20_11,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,3.1,,,3,,,,0.6,,,,no tag,,nn,nn,235,,8,,8,d,0,5,1,,,,,,-,,,,,,,no
1502,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,11,CSP20_11,2,CSP20_11,Rhus chinensis,Rhus chinensis,,,,no tag,3.6,,,,,,,4,,,3.1,,,,2.1,,,,no tag,,nn,nn,nn,,4,,4,d,0,5,1,,,,,,-,,,,3.6,,,no
1503,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,12,CSP20_12,1,CSP20_12,Rhus chinensis,Rhus chinensis,,,,no tag,3.5,,,,,,,4.9,,,3,,,,2.78,,,,no tag,,nn,nn,nn,,1,,1,d,0,5,1,,,,,,-,,,,3.5,,,no
1504,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,13,CSP20_13,1,CSP20_13,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,3.5,,,3,,,,1.1,,,,no tag,,nn,nn,215,,8,,8,d,0,5,1,,,,,,-,,,,,,,no
1505,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,13,CSP20_13,2,CSP20_13,Rhus chinensis,Rhus chinensis,,,,no tag,4.1,,,,,,,5,,,3.5,,,,2.45,,,,no tag,,nn,nn,nn,,4,,4,d,0,5,1,,,,,,-,,,,4.1,,,no
1506,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,14,CSP20_14,1,CSP20_14,Schima superba,Schima superba,,,,no tag,,,,,,,,6.7,,,3,,,,2.16,,,,no tag,,nn,nn,263,,9,,9,d,0,1,1,,,,,372667,372667 is multistem-origin,,,,,,,no
1507,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,15,CSP20_15,1,CSP20_15,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,3.6,,,3,,,,1.5,,,,no tag,,nn,nn,280,,11,,11,d,1,1,2,,,,,,-,,,,,,,no
1508,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,16,CSP20_16,1,CSP20_16,Lindera reflexa,Lindera reflexa,,,,no tag,,,,,,,,5.5,,,3,,,,0.7,,,,no tag,,nn,nn,nn,,4,,4,d,0,5,3,Insects,,,,,insects,,,,,,,no
1509,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,17,CSP20_17,1,CSP20_17,Rhus chinensis,Rhus chinensis,,,,no tag,,,,,,,,4.7,,,3,,,,2.55,,,,no tag,,nn,nn,200,,11,,11,d,1,5,2,Insects,,,,,insects,,,,,,,no
1510,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,18,CSP20_18,1,CSP20_18,Cunninghamia lanceolata,Cunninghamia lanceolata,,370510,,370510,,,,,,,,9.5,,,3,,,,5,~5.00,,,no tag,,nn,nn,255,,8,,8,d,0,1,1,,,,,,hanging,,,,,,,no
1511,2009-01-09 00:00:00,,1899-12-30 10:45:00,1899-12-30 11:35:00,,CSP20,"sunny, but cold and wet",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,w,18,CSP20_18,2,CSP20_18,Cunninghamia lanceolata,Cunninghamia lanceolata,,372839,,life 372839,10.5,,,,1,,,12,372839,,9.5,,,,2.7,,,,372839,true,is own ref,is own ref,nn,,4,,4,d,0,1,1,,,,,,-,,,,10.5,1,,yes
1512,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,1,CSP21_1,1,CSP21_1,Albizia kalkora,Albizia kalkora,,371928,,371928,6.5,,,,,,,12,,,6.5,,,,1.3,,,,372684,,1.82,165,nn,,4,,4,d,0,3,2,Insects,,,,,insects,,,,6.5,,,no
1513,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,2,CSP21_2,1,CSP21_2,Castanopsis eyrei,Castanopsis eyrei,,376672,,K? 376672,,,,,,,,10.5,,,3,,,,2.75,,,,375874,,3.56,30,10,,9,,9,d,10,1,1,,,,,,-,,,,,,,no
1514,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,2,CSP21_2,2,CSP21_2,Castanopsis eyrei,Castanopsis eyrei,,376819,,K? 376819,,,,,,,,10,,,3,,,,2.7,,,,375874,,5.36,40,237,,9,,9,d,5,1,1,,,,,,-,,,,,,,no
1515,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,3,CSP21_3,1,CSP21_3,Castanopsis eyrei,Castanopsis eyrei,,370059,,370059,,,,,,,,20,,~20.0,12,,,,1,,,,375874,,5.43,25,nn,,10,,10,d,0,3,2,Insects,,,,,insects,,,,,,,no
1516,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,4,CSP21_4,1,CSP21_4,Albizia kalkora,Albizia kalkora,,376452,,K? 376452,,,,,,,,12.5,,,11,,,,0.3,,,,375874,,1.78,105,nn,,10,,10,d,0,3,2,Insects,,fungi (+),,376332,"living side-sprout 376332, insects, fungi",,,,,,,no
1517,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,5,CSP21_5,1,CSP21_5,NA,nn,,377380,,377380,,,,,,,,37,,,37,,,,0.3,,,,375338,,1,270,nn,,10,,10,d,0,5,3,,,,0.2,,20% left,0.2,,,,,,no
1518,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w-out,6,CSP21_6,1,CSP21_6,Castanopsis eyrei,Castanopsis eyrei,,375228,,K? 375228,11,,,,1,,,12,,,3,,,,7.32,,1.5,,376179,,3,283,7,,3,,3,d,0,1,1,,,,,,broken at 1.50m,,,,11,1,,yes
1519,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,7,CSP21_7,1,CSP21_7,Schima superba,Schima superba,,377453,,377453,,,,,,,,12,,,10,,,,1.05,,,,372857,,0.9,297,nn,,4,,4,d,0,3,2,Insects,,fungi (+),,,"fungi, insects",,,,,,,no
1520,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,8,CSP21_8,1,CSP21_8,Cunninghamia lanceolata,Cunninghamia lanceolata,,371081,,371081,,,,,,,,23,,,20,,,,0.5,,,,372857,,2,277,nn,,10,,10,d,0,3,3,Insects,,,,,insects,,,,,,,no
1521,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,9,CSP21_9,1,CSP21_9,Vaccinium bracteatum,Vaccinium bracteatum,,377214,,377214,,,,,,,,17,,,15,,,,0.25,,,,375673,,2,347,nn,,10,,10,d,0,3,3,Insects,,,0.5,,"Multistem-stump, insects, 50% left",0.5,,,,,,no
1522,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w-out,10,CSP21_10,1,CSP21_10,Castanopsis eyrei,Castanopsis eyrei,,370072,,K? 370072,,,,,,,,10,,,8.5,,,,0.55,,,,375895,,2.35,180,nm,,11,,11,d,30,5,3,Insects,,,,,insects,,,,,,,no
1523,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,11,CSP21_11,1,CSP21_11,Myrica rubra,Myrica rubra,,370023,,370023,12,,,,,,,13,375827,,3,,,,5.1,,,,375827,true,0.2,12,nn,,2,,2,d,0,5,2,Insects,,,,,"Ref is Multistem-origin, insects",,,,12,,,no
1524,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,12,CSP21_12,1,CSP21_12,Castanopsis eyrei,Castanopsis eyrei,,372990,,372990,,,,,,,,10,375621,,3,,,,4.2,,,,375621,true,3.4,80,80,,9,,9,d,5,1,1,,,fungi (+),,,"fungi, ref is origin",,,,,,,no
1525,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,12,CSP21_12,2,CSP21_12,Castanopsis eyrei,Castanopsis eyrei,,379245,,379245,,,,,,,,13.3,375621,,3,,,,5,~5.00,,,375621,true,5,112,47,,9,,9,d,0,1,1,,,,,,ref is origin,,,,,,,no
1526,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,13,CSP21_13,1,CSP21_13,Castanopsis eyrei,Castanopsis eyrei,,376511,,376511,,,,,,,,12,,,10,,,,0.88,,,,375643,,1.2,280,nn,,10,,10,d,0,3,3,Insects,,,,,insects,,,,,,,no
1527,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,14,CSP21_14,1,CSP21_14,Castanopsis eyrei,Castanopsis eyrei,,372128,,372128,,,,,,,,10,,,3,,,,2.75,,,,375851,,9.96,38,nn,,9,,9,d,0,1,1,,,,,,hanging vertically- no CWD direction,,,,,,,no
1528,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,15,CSP21_15,1,CSP21_15,Castanopsis eyrei,Castanopsis eyrei,,363089,,363089,,,,,,,,35,,,26,,,,0.3,,,,375851,,8.84,29,nn,,10,,10,d,0,3,2,Insects,,,,,insects,,,,,,,no
1529,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,w,16,CSP21_16,1,CSP21_16,Castanopsis eyrei,Castanopsis eyrei,,379615,,379615,,,,,,,,26,,,26,,,,1.3,,,,375851,,7.98,25,120,,11,,11,d,100,5,3,,,,0.1,,10% left,0.1,,,,,,no
1530,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,"sunny, but cold",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,1,c,17,CSP21_17,1,CSP21_17,Castanopsis eyrei,Castanopsis eyrei,,376579,,K? 376579,,,,,,,,14,,,12,,,,1.3,,,,375851,,7.87,35,155,,11,,11,d,100,5,3,,,,,,-,,,,,,,no
1531,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,18,CSP21_18,1,CSP21_18,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,6.6,,,3,,,,1.65,,,,no tag,,nn,nn,153,,9,,9,d,1,1,1,,,,,,-,,,,,,,no
1532,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,19,CSP21_19,1,CSP21_19,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,5.4,,,3,,,,1.05,,,,no tag,,nn,nn,300,,9,,9,d,1,1,1,,,,,,-,,,,,,,no
1533,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,20,CSP21_20,1,CSP21_20,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,5.8,,,3.8,,,,0.55,,,,no tag,,nn,nn,307,,9,,9,d,20,5,3,,,,,,-,,,,,,,no
1534,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,21,CSP21_21,1,CSP21_21,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,5.4,,,5.3,,,,0.35,,,,no tag,,nn,nn,315,,9,,9,d,80,5,3,,,,,,-,,,,,,,no
1535,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,22,CSP21_22,1,CSP21_22,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,9,,,3,,,,2.25,,,,no tag,,nn,nn,50,,9,,9,d,0,1,1,,,,,,-,,,,,,,no
1536,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,22,CSP21_22,2,CSP21_22,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,4.5,,,3,,,,0.8,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
1537,2009-01-09 00:00:00,,1899-12-30 13:00:00,1899-12-30 15:40:00,,CSP21,cold,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-09 00:00:00,2,c,22,CSP21_22,3,CSP21_22,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,,,,,,,,4.6,,,3,,,,0.7,,,,no tag,,nn,nn,nn,,9,,9,d,nn,NA,nn,,,,,,-,,,,,,,no
