Samplenr,Seedlingnr,Plot,Record,Date,Planted_Species,Density,Treatment,Dead,Height_P,Height_G,Leaves_Liv,Leaves_Dam,Leaves_Dead,Damage_pro,Biomass_Above,Biomass_Below
170.23.1,170.23,170,1,August_2015,L.formosana,25,Light,0,,30.1,18,,,,,
170.23.2,170.23,170,2,September_2015,L.formosana,25,Light,0,41,41,42,40,1,0.2,,
170.23.3,170.23,170,3,September_2016,L.formosana,25,Light,0,133,,234,234,,25,58.98,30.47
170.24.1,170.24,170,1,August_2015,L.formosana,25,Light,0,,14.2,11,,,,,
170.24.0,170.24,170,0,July_2015,L.formosana,25,Light,0,19.5,,9,,,,,
170.24.3,170.24,170,3,September_2016,L.formosana,25,Light,0,115,,86,84,,15,27.37,8.61
170.24.2,170.24,170,2,September_2015,L.formosana,25,Light,0,32.6,32.6,21,21,1,1,,
170.25.1,170.25,170,1,August_2015,L.formosana,25,Light,0,,25.8,14,,,,,
170.25.2,170.25,170,2,September_2015,L.formosana,25,Light,0,32,32,21,21,0,1,,
170.25.0,170.25,170,0,July_2015,L.formosana,25,Light,0,20.9,,11,,,,,
170.25.3,170.25,170,3,September_2016,L.formosana,25,Light,0,114,,159,159,,15,67.29,24.72
171.01.1,171.01,171,1,August_2015,C.sclerophylla,25,Light,0,,2.5,3,,,,,
171.01.2,171.01,171,2,September_2015,C.sclerophylla,25,Light,0,8.3,8.3,5,5,0,0.5,,
171.01.0,171.01,171,0,July_2015,C.sclerophylla,25,Light,0,3,,3,,,,,
171.01.3,171.01,171,3,September_2016,C.sclerophylla,25,Light,1,,,,,,,,
171.02.1,171.02,171,1,August_2015,C.sclerophylla,25,Light,0,,3.1,4,,,,,
171.02.3,171.02,171,3,September_2016,C.sclerophylla,25,Light,0,8.5,,11,10,,3,0.46,0.22
171.02.2,171.02,171,2,September_2015,C.sclerophylla,25,Light,0,4.5,4.5,7,5,0,1,,
171.02.0,171.02,171,0,July_2015,C.sclerophylla,25,Light,0,3.4,,3,,,,,
171.03.1,171.03,171,1,August_2015,C.sclerophylla,25,Light,0,,3.7,4,,,,,
171.03.0,171.03,171,0,July_2015,C.sclerophylla,25,Light,0,3.2,,4,,,,,
171.03.3,171.03,171,3,September_2016,C.sclerophylla,25,Light,0,23.5,,22,20,,2,2.57,1.05
171.03.2,171.03,171,2,September_2015,C.sclerophylla,25,Light,0,8.9,8.9,5,4,0,1,,
171.04.1,171.04,171,1,August_2015,C.sclerophylla,25,Light,1,,,,,,,,
171.04.2,171.04,171,2,September_2015,C.sclerophylla,25,Light,0,10.5,10.5,8,6,0,5,,
171.04.0,171.04,171,0,July_2015,C.sclerophylla,25,Light,0,4.7,,2,,,,,
171.04.3,171.04,171,3,September_2016,C.sclerophylla,25,Light,0,18,,5,4,,1,0.45,0.31
171.05.1,171.05,171,1,August_2015,C.sclerophylla,25,Light,0,,4.6,2,,,,,
171.05.2,171.05,171,2,September_2015,C.sclerophylla,25,Light,0,7.6,7.6,6,4,0,12,,
171.05.0,171.05,171,0,July_2015,C.sclerophylla,25,Light,0,5.1,,2,,,,,
171.05.3,171.05,171,3,September_2016,C.sclerophylla,25,Light,0,13,,13,10,,3,1.07,0.38
171.06.1,171.06,171,1,August_2015,C.sclerophylla,25,Light,0,,4.5,4,,,,,
171.06.3,171.06,171,3,September_2016,C.sclerophylla,25,Light,0,9,,9,9,,5,0.4,0.23
171.06.2,171.06,171,2,September_2015,C.sclerophylla,25,Light,0,6.5,6.5,7,6,0,2,,
171.06.0,171.06,171,0,July_2015,C.sclerophylla,25,Light,0,4.4,,4,,,,,
171.07.1,171.07,171,1,August_2015,C.sclerophylla,25,Light,1,,,,,,,,
171.07.0,171.07,171,0,July_2015,C.sclerophylla,25,Light,0,5.3,,9,,,,,
171.07.3,171.07,171,3,September_2016,C.sclerophylla,25,Light,1,,,,,,,,
171.07.2,171.07,171,2,September_2015,C.sclerophylla,25,Light,0,5,5,4,4,0,12,,
171.08.1,171.08,171,1,August_2015,C.sclerophylla,25,Light,0,,3.2,6,,,,,
171.08.2,171.08,171,2,September_2015,C.sclerophylla,25,Light,0,9.5,9.5,10,8,0,3,,
171.08.0,171.08,171,0,July_2015,C.sclerophylla,25,Light,0,3.3,,5,,,,,
171.08.3,171.08,171,3,September_2016,C.sclerophylla,25,Light,1,,,,,,,,
171.09.1,171.09,171,1,August_2015,C.sclerophylla,25,Light,0,,4.6,5,,,,,
171.09.2,171.09,171,2,September_2015,C.sclerophylla,25,Light,0,12,12,5,5,0,5,,
171.09.0,171.09,171,0,July_2015,C.sclerophylla,25,Light,0,3.1,,4,,,,,
171.09.3,171.09,171,3,September_2016,C.sclerophylla,25,Light,0,9,,3,3,,5,0.15,0.04
171.1.1,171.1,171,1,August_2015,C.sclerophylla,25,Light,0,,2.6,3,,,,,
171.1.3,171.1,171,3,September_2016,C.sclerophylla,25,Light,0,19,,16,13,,3,1.13,0.34
171.1.2,171.1,171,2,September_2015,C.sclerophylla,25,Light,0,4.8,4.8,8,4,0,0.1,,
171.1.0,171.1,171,0,July_2015,C.sclerophylla,25,Light,0,2.6,,3,,,,,
171.11.3,171.11,171,3,September_2016,C.sclerophylla,25,Light,0,14,,9,9,,3,0.99,0.43
171.11.0,171.11,171,0,July_2015,C.sclerophylla,25,Light,0,6.5,,5,,,,,
171.11.1,171.11,171,1,August_2015,C.sclerophylla,25,Light,0,,6.4,4,,,,,
171.11.2,171.11,171,2,September_2015,C.sclerophylla,25,Light,0,6,6,5,4,0,12,,
171.12.1,171.12,171,1,August_2015,C.sclerophylla,25,Light,0,,5,7,,,,,
171.12.2,171.12,171,2,September_2015,C.sclerophylla,25,Light,1,,,,,,,,
171.12.0,171.12,171,0,July_2015,C.sclerophylla,25,Light,0,4.2,,7,,,,,
171.12.3,171.12,171,3,September_2016,C.sclerophylla,25,Light,1,,,,,,,,
171.13.1,171.13,171,1,August_2015,C.sclerophylla,25,Light,0,,5.7,4,,,,,
171.13.2,171.13,171,2,September_2015,C.sclerophylla,25,Light,0,9.5,9.5,4,4,0,5,,
171.13.0,171.13,171,0,July_2015,C.sclerophylla,25,Light,0,5.1,,5,,,,,
171.13.3,171.13,171,3,September_2016,C.sclerophylla,25,Light,0,30,,16,13,,2,,
171.14.1,171.14,171,1,August_2015,C.sclerophylla,25,Light,1,,,,,,,,
171.14.3,171.14,171,3,September_2016,C.sclerophylla,25,Light,0,35,,35,30,,1,6.3,2.65
171.14.2,171.14,171,2,September_2015,C.sclerophylla,25,Light,0,7.5,7.5,8,7,0,2,,
171.14.0,171.14,171,0,July_2015,C.sclerophylla,25,Light,0,3.6,,2,,,,,
171.15.1,171.15,171,1,August_2015,C.sclerophylla,25,Light,0,,2.8,2,,,,,
171.15.0,171.15,171,0,July_2015,C.sclerophylla,25,Light,0,1.4,,1,,,,,
171.15.3,171.15,171,3,September_2016,C.sclerophylla,25,Light,0,37,,29,25,,3,4.34,1.86
171.15.2,171.15,171,2,September_2015,C.sclerophylla,25,Light,0,9,9,6,6,0,3,,
171.16.1,171.16,171,1,August_2015,C.sclerophylla,25,Light,0,,3.1,3,,,,,
171.16.2,171.16,171,2,September_2015,C.sclerophylla,25,Light,0,8.5,8.5,6,5,0,0.1,,
171.16.0,171.16,171,0,July_2015,C.sclerophylla,25,Light,0,3.1,,3,,,,,
171.16.3,171.16,171,3,September_2016,C.sclerophylla,25,Light,0,43,,19,17,,5,3.25,1.31
171.17.1,171.17,171,1,August_2015,C.sclerophylla,25,Light,0,,10.5,4,,,,,
171.17.2,171.17,171,2,September_2015,C.sclerophylla,25,Light,0,8.5,8.5,8,8,0,8,,
171.17.0,171.17,171,0,July_2015,C.sclerophylla,25,Light,0,8.4,,5,,,,,
171.17.3,171.17,171,3,September_2016,C.sclerophylla,25,Light,0,31,,21,18,,3,3.21,1.44
171.18.1,171.18,171,1,August_2015,C.sclerophylla,25,Light,0,,5.2,6,,,,,
171.18.3,171.18,171,3,September_2016,C.sclerophylla,25,Light,0,43,,31,25,,2,24.71,7.73
171.18.2,171.18,171,2,September_2015,C.sclerophylla,25,Light,0,7,7,9,8,0,2,,
171.18.0,171.18,171,0,July_2015,C.sclerophylla,25,Light,0,5.2,,5,,,,,
171.19.1,171.19,171,1,August_2015,C.sclerophylla,25,Light,0,,3.6,4,,,,,
171.19.2,171.19,171,2,September_2015,C.sclerophylla,25,Light,0,3,3,3,0,0,0,,
171.19.0,171.19,171,0,July_2015,C.sclerophylla,25,Light,0,2.9,,3,,,,,
171.19.3,171.19,171,3,September_2016,C.sclerophylla,25,Light,0,29.5,,19,15,,2,1.21,0.49
171.2.1,171.2,171,1,August_2015,C.sclerophylla,25,Light,0,,3.2,5,,,,,
171.2.2,171.2,171,2,September_2015,C.sclerophylla,25,Light,0,10.5,10.5,7,5,0,2,,
171.2.3,171.2,171,3,September_2016,C.sclerophylla,25,Light,0,44.5,,27,23,,5,6.77,7.33
171.2.0,171.2,171,0,July_2015,C.sclerophylla,25,Light,0,3.8,,5,,,,,
171.21.1,171.21,171,1,August_2015,C.sclerophylla,25,Light,0,,6,4,,,,,
171.21.3,171.21,171,3,September_2016,C.sclerophylla,25,Light,0,65,,28,20,,2,8.83,3.63
171.21.0,171.21,171,0,July_2015,C.sclerophylla,25,Light,0,4.4,,4,,,,,
171.21.2,171.21,171,2,September_2015,C.sclerophylla,25,Light,0,8.5,8.5,4,2,0,1,,
171.22.1,171.22,171,1,August_2015,C.sclerophylla,25,Light,0,,6.4,6,,,,,
171.22.0,171.22,171,0,July_2015,C.sclerophylla,25,Light,0,6.2,,6,,,,,
171.22.3,171.22,171,3,September_2016,C.sclerophylla,25,Light,1,,,,,,,,
171.22.2,171.22,171,2,September_2015,C.sclerophylla,25,Light,1,,,,,,,,
171.23.2,171.23,171,2,September_2015,C.sclerophylla,25,Light,0,7.5,7.5,6,4,0,0.1,,
171.23.0,171.23,171,0,July_2015,C.sclerophylla,25,Light,0,5.1,,3,,,,,
171.23.3,171.23,171,3,September_2016,C.sclerophylla,25,Light,0,31,,17,17,,12,2.83,1.23
171.23.1,171.23,171,1,August_2015,C.sclerophylla,25,Light,0,,5.3,3,,,,,
171.24.1,171.24,171,1,August_2015,C.sclerophylla,25,Light,0,,2.5,4,,,,,
171.24.2,171.24,171,2,September_2015,C.sclerophylla,25,Light,0,6.9,6.9,6,4,0,2,,
171.24.0,171.24,171,0,July_2015,C.sclerophylla,25,Light,0,1.3,,4,,,,,
171.24.3,171.24,171,3,September_2016,C.sclerophylla,25,Light,0,9,,9,5,,1,0.54,0.3
171.25.3,171.25,171,3,September_2016,C.sclerophylla,25,Light,0,47,,17,15,,5,5.23,1.83
171.25.1,171.25,171,1,August_2015,C.sclerophylla,25,Light,0,,2.9,3,,,,,
171.25.2,171.25,171,2,September_2015,C.sclerophylla,25,Light,0,7.3,7.3,4,3,0,1,,
171.25.0,171.25,171,0,July_2015,C.sclerophylla,25,Light,0,2.4,,3,,,,,
172.01.0,172.01,172,0,July_2015,L.glaber,25,Shadow,0,16.1,,3,,,,,
172.01.1,172.01,172,1,August_2015,L.glaber,25,Shadow,0,,17.3,5,,,,,
172.01.2,172.01,172,2,September_2015,L.glaber,25,Shadow,0,28,28,7,7,0,0.5,,
172.01.3,172.01,172,3,September_2016,L.glaber,25,Shadow,0,39,,26,19,,8,3.65,1.23
172.02.0,172.02,172,0,July_2015,L.glaber,25,Shadow,0,17.2,,5,,,,,
172.02.2,172.02,172,2,September_2015,L.glaber,25,Shadow,0,20.1,20.1,8,8,0,0.1,,
172.02.1,172.02,172,1,August_2015,L.glaber,25,Shadow,0,,18.4,7,,,,,
172.02.3,172.02,172,3,September_2016,L.glaber,25,Shadow,0,44,,41,18,,4,5.19,1.01
172.03.2,172.03,172,2,September_2015,L.glaber,25,Shadow,1,1,,,,,,,
172.03.1,172.03,172,1,August_2015,L.glaber,25,Shadow,0,,16.5,1,,,,,
172.03.0,172.03,172,0,July_2015,L.glaber,25,Shadow,0,16.3,,1,,,,,
172.03.3,172.03,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.04.1,172.04,172,1,August_2015,L.glaber,25,Shadow,0,,11.5,0,,,,,
172.04.3,172.04,172,3,September_2016,L.glaber,25,Shadow,0,24.5,,12,6,,4,1.1,0.46
172.04.2,172.04,172,2,September_2015,L.glaber,25,Shadow,0,17.6,17.6,1,1,0,0.1,,
172.04.0,172.04,172,0,July_2015,L.glaber,25,Shadow,0,21.8,,1,,,,,
172.05.0,172.05,172,0,July_2015,L.glaber,25,Shadow,0,14.7,,0,,,,,
172.05.1,172.05,172,1,August_2015,L.glaber,25,Shadow,0,,9.7,0,,,,,
172.05.2,172.05,172,2,September_2015,L.glaber,25,Shadow,0,16.5,16.5,3,3,1,,,
172.05.3,172.05,172,3,September_2016,L.glaber,25,Shadow,0,25,,18,10,,7,1.32,0.44
172.06.0,172.06,172,0,July_2015,L.glaber,25,Shadow,0,22.7,,0,,,,,
172.06.2,172.06,172,2,September_2015,L.glaber,25,Shadow,1,,,,,,,,
172.06.1,172.06,172,1,August_2015,L.glaber,25,Shadow,1,,,,,,,,
172.06.3,172.06,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.07.2,172.07,172,2,September_2015,L.glaber,25,Shadow,1,,,,,,,,
172.07.1,172.07,172,1,August_2015,L.glaber,25,Shadow,0,,18.7,2,,,,,
172.07.0,172.07,172,0,July_2015,L.glaber,25,Shadow,0,18.2,,1,,,,,
172.07.3,172.07,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.08.1,172.08,172,1,August_2015,L.glaber,25,Shadow,0,,12.5,4,,,,,
172.08.3,172.08,172,3,September_2016,L.glaber,25,Shadow,0,36,,26,12,,2,2.65,1.01
172.08.2,172.08,172,2,September_2015,L.glaber,25,Shadow,0,18,18,5,5,0,30,,
172.08.0,172.08,172,0,July_2015,L.glaber,25,Shadow,0,11.5,,2,,,,,
172.09.1,172.09,172,1,August_2015,L.glaber,25,Shadow,0,,5.5,0,,,,,
172.09.0,172.09,172,0,July_2015,L.glaber,25,Shadow,0,18,,2,,,,,
172.09.3,172.09,172,3,September_2016,L.glaber,25,Shadow,0,42.5,,35,12,,3,4.07,0.67
172.09.2,172.09,172,2,September_2015,L.glaber,25,Shadow,0,16.5,16.5,4,8,0,,,
172.1.1,172.1,172,1,August_2015,L.glaber,25,Shadow,0,,14.1,3,,,,,
172.1.2,172.1,172,2,September_2015,L.glaber,25,Shadow,1,,,,,,,,
172.1.0,172.1,172,0,July_2015,L.glaber,25,Shadow,0,16.8,,1,,,,,
172.1.3,172.1,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.11.3,172.11,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.11.2,172.11,172,2,September_2015,L.glaber,25,Shadow,0,0,19.4,0,0,0,,,
172.11.0,172.11,172,0,July_2015,L.glaber,25,Shadow,0,15.6,,3,,,,,
172.11.1,172.11,172,1,August_2015,L.glaber,25,Shadow,0,,15.1,1,,,,,
172.12.3,172.12,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.12.1,172.12,172,1,August_2015,L.glaber,25,Shadow,0,,20.2,2,,,,,
172.12.2,172.12,172,2,September_2015,L.glaber,25,Shadow,0,14.5,14.5,2,2,2,2,,
172.12.0,172.12,172,0,July_2015,L.glaber,25,Shadow,0,20.7,,2,,,,,
172.13.3,172.13,172,3,September_2016,L.glaber,25,Shadow,0,35.5,,28,7,,2,1.9,0.6
172.13.0,172.13,172,0,July_2015,L.glaber,25,Shadow,0,17.5,,3,,,,,
172.13.1,172.13,172,1,August_2015,L.glaber,25,Shadow,0,,17,3,,,,,
172.13.2,172.13,172,2,September_2015,L.glaber,25,Shadow,0,19,19,5,4,1,1,,
172.14.0,172.14,172,0,July_2015,L.glaber,25,Shadow,0,11.4,,2,,,,,
172.14.2,172.14,172,2,September_2015,L.glaber,25,Shadow,0,24.1,24.1,4,4,0,12,,
172.14.3,172.14,172,3,September_2016,L.glaber,25,Shadow,0,38,,23,11,,5,2.97,1.4
172.14.1,172.14,172,1,August_2015,L.glaber,25,Shadow,0,,12.6,2,,,,,
172.15.0,172.15,172,0,July_2015,L.glaber,25,Shadow,0,20.3,,4,,,,,
172.15.1,172.15,172,1,August_2015,L.glaber,25,Shadow,0,,19.7,0,,,,,
172.15.2,172.15,172,2,September_2015,L.glaber,25,Shadow,0,17.9,17.9,4,1,0,2,,
172.15.3,172.15,172,3,September_2016,L.glaber,25,Shadow,0,23.5,,9,5,,8,0.63,0.18
172.16.2,172.16,172,2,September_2015,L.glaber,25,Shadow,0,15,16.5,3,3,0,1,,
172.16.3,172.16,172,3,September_2016,L.glaber,25,Shadow,0,26,,26,12,,4,2.11,0.49
172.16.1,172.16,172,1,August_2015,L.glaber,25,Shadow,0,,11.6,0,,,,,
172.16.0,172.16,172,0,July_2015,L.glaber,25,Shadow,0,10.3,,0,,,,,
172.17.1,172.17,172,1,August_2015,L.glaber,25,Shadow,0,,12.6,4,,,,,
172.17.0,172.17,172,0,July_2015,L.glaber,25,Shadow,0,12.8,,2,,,,,
172.17.3,172.17,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.17.2,172.17,172,2,September_2015,L.glaber,25,Shadow,1,1,,,,,,,
172.18.3,172.18,172,3,September_2016,L.glaber,25,Shadow,0,18.5,,15,5,,2,0.82,0.21
172.18.2,172.18,172,2,September_2015,L.glaber,25,Shadow,0,12.9,12.9,4,3,0,0.1,,
172.18.0,172.18,172,0,July_2015,L.glaber,25,Shadow,0,16.4,,3,,,,,
172.18.1,172.18,172,1,August_2015,L.glaber,25,Shadow,0,,16.1,3,,,,,
172.19.0,172.19,172,0,July_2015,L.glaber,25,Shadow,0,5.5,,0,,,,,
172.19.1,172.19,172,1,August_2015,L.glaber,25,Shadow,1,,,,,,,,
172.19.2,172.19,172,2,September_2015,L.glaber,25,Shadow,0,18.3,18.3,2,2,1,1,,
172.19.3,172.19,172,3,September_2016,L.glaber,25,Shadow,0,37,,18,8,,1,1.76,0.52
172.2.2,172.2,172,2,September_2015,L.glaber,25,Shadow,1,,,,,,,,
172.2.3,172.2,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.2.1,172.2,172,1,August_2015,L.glaber,25,Shadow,0,,10.4,0,,,,,
172.2.0,172.2,172,0,July_2015,L.glaber,25,Shadow,0,14.6,,1,,,,,
172.21.1,172.21,172,1,August_2015,L.glaber,25,Shadow,0,,14.9,3,,,,,
172.21.0,172.21,172,0,July_2015,L.glaber,25,Shadow,0,14.5,,1,,,,,
172.21.3,172.21,172,3,September_2016,L.glaber,25,Shadow,0,11.5,,4,1,,0.5,0.34,0.09
172.21.2,172.21,172,2,September_2015,L.glaber,25,Shadow,0,11,20,1,1,3,5,,
172.22.3,172.22,172,3,September_2016,L.glaber,25,Shadow,1,,,,,,,,
172.22.1,172.22,172,1,August_2015,L.glaber,25,Shadow,0,,15.6,1,,,,,
172.22.0,172.22,172,0,July_2015,L.glaber,25,Shadow,0,15.7,,1,,,,,
172.22.2,172.22,172,2,September_2015,L.glaber,25,Shadow,0,10.8,20.4,2,0,0,0,,
172.23.3,172.23,172,3,September_2016,L.glaber,25,Shadow,0,22.5,,23,6,,8,1.37,0.3
172.23.1,172.23,172,1,August_2015,L.glaber,25,Shadow,0,,9.3,0,,,,,
172.23.0,172.23,172,0,July_2015,L.glaber,25,Shadow,0,10.2,,1,,,,,
172.23.2,172.23,172,2,September_2015,L.glaber,25,Shadow,0,18.5,18.5,1,1,0,1,,
172.24.1,172.24,172,1,August_2015,L.glaber,25,Shadow,0,,17.2,4,,,,,
172.24.3,172.24,172,3,September_2016,L.glaber,25,Shadow,0,30,,19,10,,3,1.92,0.53
172.24.0,172.24,172,0,July_2015,L.glaber,25,Shadow,0,16.4,,2,,,,,
172.24.2,172.24,172,2,September_2015,L.glaber,25,Shadow,0,20,20,7,7,0,0.5,,
172.25.3,172.25,172,3,September_2016,L.glaber,25,Shadow,0,27,,20,9,,5,1.29,0.34
172.25.1,172.25,172,1,August_2015,L.glaber,25,Shadow,0,,21.8,7,,,,,
172.25.2,172.25,172,2,September_2015,L.glaber,25,Shadow,0,20.4,20.4,6,6,0,20,,
172.25.0,172.25,172,0,July_2015,L.glaber,25,Shadow,0,22.2,,7,,,,,
173.01.3,173.01,173,3,September_2016,Q.serrata,25,Light,0,52.5,,21,18,,10,2.53,3.66
173.01.1,173.01,173,1,August_2015,Q.serrata,25,Light,1,,,,,,,,
173.01.0,173.01,173,0,July_2015,Q.serrata,25,Light,0,10.7,,4,,,,,
173.01.2,173.01,173,2,September_2015,Q.serrata,25,Light,0,26,26,12,12,0,15,,
173.02.3,173.02,173,3,September_2016,Q.serrata,25,Light,0,46,,11,8,,15,2.69,3.8
173.02.1,173.02,173,1,August_2015,Q.serrata,25,Light,0,,22.5,12,,,,,
173.02.0,173.02,173,0,July_2015,Q.serrata,25,Light,0,23.1,,15,,,,,
173.02.2,173.02,173,2,September_2015,Q.serrata,25,Light,0,31,31,9,9,0,30,,
173.03.3,173.03,173,3,September_2016,Q.serrata,25,Light,0,49,,10,10,,50,4.12,5.24
173.03.2,173.03,173,2,September_2015,Q.serrata,25,Light,0,38,38,19,19,0,15,,
173.03.1,173.03,173,1,August_2015,Q.serrata,25,Light,0,,40.7,21,,,,,
173.03.0,173.03,173,0,July_2015,Q.serrata,25,Light,0,31.5,,14,,,,,
173.04.1,173.04,173,1,August_2015,Q.serrata,25,Light,0,,26.5,8,,,,,
173.04.0,173.04,173,0,July_2015,Q.serrata,25,Light,0,26.6,,8,,,,,
173.04.2,173.04,173,2,September_2015,Q.serrata,25,Light,0,30,30,16,16,0,8,,
173.04.3,173.04,173,3,September_2016,Q.serrata,25,Light,0,41,,0,0,,0,3.06,5.52
173.05.2,173.05,173,2,September_2015,Q.serrata,25,Light,0,34,34,12,12,0,30,,
173.05.1,173.05,173,1,August_2015,Q.serrata,25,Light,0,,34.7,15,,,,,
173.05.3,173.05,173,3,September_2016,Q.serrata,25,Light,0,37,,1,1,,40,1.83,1.95
173.05.0,173.05,173,0,July_2015,Q.serrata,25,Light,0,31.3,,15,,,,,
173.06.1,173.06,173,1,August_2015,Q.serrata,25,Light,0,,21.3,8,,,,,
173.06.2,173.06,173,2,September_2015,Q.serrata,25,Light,0,46.5,46.5,19,19,0,30,,
173.06.0,173.06,173,0,July_2015,Q.serrata,25,Light,0,19.9,,7,,,,,
173.06.3,173.06,173,3,September_2016,Q.serrata,25,Light,0,80,,14,14,,5,12.7,11.12
173.07.2,173.07,173,2,September_2015,Q.serrata,25,Light,0,19,19,7,7,0,12,,
173.07.3,173.07,173,3,September_2016,Q.serrata,25,Light,0,24,,5,5,,3,0.79,1.28
173.07.1,173.07,173,1,August_2015,Q.serrata,25,Light,0,,12.1,13,,,,,
173.07.0,173.07,173,0,July_2015,Q.serrata,25,Light,0,12.5,,12,,,,,
173.08.2,173.08,173,2,September_2015,Q.serrata,25,Light,1,,,,,,,,
173.08.0,173.08,173,0,July_2015,Q.serrata,25,Light,0,16.2,,8,,,,,
173.08.3,173.08,173,3,September_2016,Q.serrata,25,Light,1,,,,,,,,
173.08.1,173.08,173,1,August_2015,Q.serrata,25,Light,0,,18,14,,,,,
173.09.1,173.09,173,1,August_2015,Q.serrata,25,Light,0,,33.4,13,,,,,
173.09.0,173.09,173,0,July_2015,Q.serrata,25,Light,0,32.4,,14,,,,,
173.09.3,173.09,173,3,September_2016,Q.serrata,25,Light,0,48,,23,23,,35,5.32,5.5
173.09.2,173.09,173,2,September_2015,Q.serrata,25,Light,0,34.5,34.5,19,19,0,8,,
173.1.1,173.1,173,1,August_2015,Q.serrata,25,Light,0,,31,9,,,,,
173.1.0,173.1,173,0,July_2015,Q.serrata,25,Light,0,32.5,,10,,,,,
173.1.3,173.1,173,3,September_2016,Q.serrata,25,Light,0,27,,6,6,,8,,
173.1.2,173.1,173,2,September_2015,Q.serrata,25,Light,0,23,23,33,33,0,15,,
173.11.0,173.11,173,0,July_2015,Q.serrata,25,Light,0,12.5,,7,,,,,
173.11.1,173.11,173,1,August_2015,Q.serrata,25,Light,0,,20.2,12,,,,,
173.11.3,173.11,173,3,September_2016,Q.serrata,25,Light,0,63,,23,23,,25,6.5,5.57
173.11.2,173.11,173,2,September_2015,Q.serrata,25,Light,0,36,36,17,17,0,40,,
173.12.3,173.12,173,3,September_2016,Q.serrata,25,Light,0,20,,6,6,,10,0.98,1.61
173.12.1,173.12,173,1,August_2015,Q.serrata,25,Light,0,,32.4,17,,,,,
173.12.2,173.12,173,2,September_2015,Q.serrata,25,Light,0,17,17,16,16,0,10,,
173.12.0,173.12,173,0,July_2015,Q.serrata,25,Light,0,32.6,,18,,,,,
173.13.3,173.13,173,3,September_2016,Q.serrata,25,Light,0,20,,10,10,,8,0.64,0.77
173.13.1,173.13,173,1,August_2015,Q.serrata,25,Light,0,,14.1,11,,,,,
173.13.2,173.13,173,2,September_2015,Q.serrata,25,Light,0,16,16,11,11,1,15,,
173.13.0,173.13,173,0,July_2015,Q.serrata,25,Light,0,13.1,,7,,,,,
173.14.3,173.14,173,3,September_2016,Q.serrata,25,Light,0,41,,10,2,,15,3,4.42
173.14.2,173.14,173,2,September_2015,Q.serrata,25,Light,0,37,37,18,18,0,40,,
173.14.0,173.14,173,0,July_2015,Q.serrata,25,Light,0,12.7,,9,,,,,
173.14.1,173.14,173,1,August_2015,Q.serrata,25,Light,0,,15,14,,,,,
173.15.3,173.15,173,3,September_2016,Q.serrata,25,Light,0,43,,11,11,,10,3.23,2.61
173.15.2,173.15,173,2,September_2015,Q.serrata,25,Light,0,23,30.5,16,15,0,5,,
173.15.1,173.15,173,1,August_2015,Q.serrata,25,Light,0,,34.5,15,,,,,
173.15.0,173.15,173,0,July_2015,Q.serrata,25,Light,0,33.3,,16,,,,,
173.16.3,173.16,173,3,September_2016,Q.serrata,25,Light,0,33,,9,0,,0,3.05,4.67
173.16.0,173.16,173,0,July_2015,Q.serrata,25,Light,0,24.7,,15,,,,,
173.16.2,173.16,173,2,September_2015,Q.serrata,25,Light,0,36.5,36.5,11,11,0,40,,
173.16.1,173.16,173,1,August_2015,Q.serrata,25,Light,0,,32.2,16,,,,,
173.17.1,173.17,173,1,August_2015,Q.serrata,25,Light,0,,30.6,20,,,,,
173.17.0,173.17,173,0,July_2015,Q.serrata,25,Light,0,30.4,,17,,,,,
173.17.2,173.17,173,2,September_2015,Q.serrata,25,Light,0,34,34,17,17,0,70,,
173.17.3,173.17,173,3,September_2016,Q.serrata,25,Light,0,56,,21,21,,10,3.34,3.6
173.18.1,173.18,173,1,August_2015,Q.serrata,25,Light,1,,,,,,,,
173.18.2,173.18,173,2,September_2015,Q.serrata,25,Light,0,20.5,20.5,16,16,0,10,,
173.18.3,173.18,173,3,September_2016,Q.serrata,25,Light,0,24,,16,7,,5,,
173.18.0,173.18,173,0,July_2015,Q.serrata,25,Light,0,11.6,,6,,,,,
173.19.2,173.19,173,2,September_2015,Q.serrata,25,Light,0,13,32.5,18,18,5,5,,
173.19.1,173.19,173,1,August_2015,Q.serrata,25,Light,0,,16.5,3,,,,,
173.19.3,173.19,173,3,September_2016,Q.serrata,25,Light,0,15,,4,4,,30,0.35,0.31
173.19.0,173.19,173,0,July_2015,Q.serrata,25,Light,0,16.8,,2,,,,,
173.2.2,173.2,173,2,September_2015,Q.serrata,25,Light,0,27,27,12,12,0,30,,
173.2.0,173.2,173,0,July_2015,Q.serrata,25,Light,0,34,,12,,,,,
173.2.3,173.2,173,3,September_2016,Q.serrata,25,Light,0,20,,4,0,,0,1.72,2.45
173.2.1,173.2,173,1,August_2015,Q.serrata,25,Light,0,,42.5,21,,,,,
