Samplenr,Seedlingnr,Plot,Record,Date,Planted_Species,Density,Treatment,Dead,Height_P,Height_G,Leaves_Liv,Leaves_Dam,Leaves_Dead,Damage_pro,Biomass_Above,Biomass_Below
13.05.3,13.05,13,3,September_2016,D.glaucifolia,25,Light,0,52,,13,13,,15,6.32,4.07
13.05.2,13.05,13,2,September_2015,D.glaucifolia,25,Light,0,15.8,15.8,11,10,0,3,,
13.05.1,13.05,13,1,August_2015,D.glaucifolia,25,Light,0,,16.1,12,,,,,
13.06.0,13.06,13,0,July_2015,D.glaucifolia,25,Light,0,9.8,,8,,,,,
13.06.2,13.06,13,2,September_2015,D.glaucifolia,25,Light,0,17.3,17.3,12,10,1,3,,
13.06.1,13.06,13,1,August_2015,D.glaucifolia,25,Light,0,,14.5,14,,,,,
13.06.3,13.06,13,3,September_2016,D.glaucifolia,25,Light,0,87,,18,18,,25,6.06,2.42
13.07.0,13.07,13,0,July_2015,D.glaucifolia,25,Light,0,11,,10,,,,,
13.07.2,13.07,13,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
13.07.3,13.07,13,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
13.07.1,13.07,13,1,August_2015,D.glaucifolia,25,Light,0,,18,16,,,,,
13.08.0,13.08,13,0,July_2015,D.glaucifolia,25,Light,0,6.9,,8,,,,,
13.08.2,13.08,13,2,September_2015,D.glaucifolia,25,Light,0,22,22,14,13,0,3,,
13.08.3,13.08,13,3,September_2016,D.glaucifolia,25,Light,0,96,,31,31,,12,17.75,8.67
13.08.1,13.08,13,1,August_2015,D.glaucifolia,25,Light,0,,12.8,13,,,,,
13.09.0,13.09,13,0,July_2015,D.glaucifolia,25,Light,0,9.2,,8,,,,,
13.09.2,13.09,13,2,September_2015,D.glaucifolia,25,Light,0,10,10,7,5,0,3,,
13.09.3,13.09,13,3,September_2016,D.glaucifolia,25,Light,0,17,,3,3,,8,0.34,0.18
13.09.1,13.09,13,1,August_2015,D.glaucifolia,25,Light,0,,14.4,13,,,,,
13.1.0,13.1,13,0,July_2015,D.glaucifolia,25,Light,0,11.1,,8,,,,,
13.1.2,13.1,13,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
13.1.1,13.1,13,1,August_2015,D.glaucifolia,25,Light,0,,15.1,13,,,,,
13.1.3,13.1,13,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
13.11.0,13.11,13,0,July_2015,D.glaucifolia,25,Light,0,11,,2,,,,,
13.11.2,13.11,13,2,September_2015,D.glaucifolia,25,Light,0,18.5,18.5,13,12,0,3,,
13.11.3,13.11,13,3,September_2016,D.glaucifolia,25,Light,0,87,,31,31,,15,12.18,4.54
13.11.1,13.11,13,1,August_2015,D.glaucifolia,25,Light,0,,13.9,6,,,,,
13.12.2,13.12,13,2,September_2015,D.glaucifolia,25,Light,0,23.5,23.5,15,12,1,3,,
13.12.1,13.12,13,1,August_2015,D.glaucifolia,25,Light,0,,13.5,11,,,,,
13.12.0,13.12,13,0,July_2015,D.glaucifolia,25,Light,0,9.8,,9,,,,,
13.12.3,13.12,13,3,September_2016,D.glaucifolia,25,Light,0,126,,110,104,,8,62.18,22.19
13.13.0,13.13,13,0,July_2015,D.glaucifolia,25,Light,0,3.7,,6,,,,,
13.13.2,13.13,13,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
13.13.1,13.13,13,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
13.13.3,13.13,13,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
13.14.1,13.14,13,1,August_2015,D.glaucifolia,25,Light,0,,15.2,13,,,,,
13.14.3,13.14,13,3,September_2016,D.glaucifolia,25,Light,0,130,,53,50,,15,34.75,13.96
13.14.2,13.14,13,2,September_2015,D.glaucifolia,25,Light,0,19,19,13,11,0,10,,
13.14.0,13.14,13,0,July_2015,D.glaucifolia,25,Light,0,7.6,,8,,,,,
13.15.1,13.15,13,1,August_2015,D.glaucifolia,25,Light,0,,12,10,,,,,
13.15.2,13.15,13,2,September_2015,D.glaucifolia,25,Light,0,15,15,8,8,0,3,,
13.15.0,13.15,13,0,July_2015,D.glaucifolia,25,Light,0,7.9,,9,,,,,
13.15.3,13.15,13,3,September_2016,D.glaucifolia,25,Light,0,24,,9,9,,40,0.98,0.69
13.16.3,13.16,13,3,September_2016,D.glaucifolia,25,Light,0,83,,29,29,,15,10.75,5.03
13.16.2,13.16,13,2,September_2015,D.glaucifolia,25,Light,0,20.5,20.5,14,13,1,3,,
13.16.0,13.16,13,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
13.16.1,13.16,13,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
13.17.0,13.17,13,0,July_2015,D.glaucifolia,25,Light,0,6.5,,5,,,,,
13.17.3,13.17,13,3,September_2016,D.glaucifolia,25,Light,0,80,,22,22,,35,12.54,5.64
13.17.2,13.17,13,2,September_2015,D.glaucifolia,25,Light,0,21.8,21.8,13,11,0,3,,
13.17.1,13.17,13,1,August_2015,D.glaucifolia,25,Light,0,,6.8,5,,,,,
13.18.2,13.18,13,2,September_2015,D.glaucifolia,25,Light,0,19,19,15,14,0,3,,
13.18.0,13.18,13,0,July_2015,D.glaucifolia,25,Light,0,11.6,,8,,,,,
13.18.3,13.18,13,3,September_2016,D.glaucifolia,25,Light,0,79,,12,12,,15,9.91,3.64
13.18.1,13.18,13,1,August_2015,D.glaucifolia,25,Light,0,,14.3,13,,,,,
13.19.2,13.19,13,2,September_2015,D.glaucifolia,25,Light,0,22.6,22.6,11,11,0,3,,
13.19.0,13.19,13,0,July_2015,D.glaucifolia,25,Light,0,6.8,,5,,,,,
13.19.3,13.19,13,3,September_2016,D.glaucifolia,25,Light,0,100,,31,30,,20,13.9,5.75
13.19.1,13.19,13,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
13.2.0,13.2,13,0,July_2015,D.glaucifolia,25,Light,0,10.6,,6,,,,,
13.2.2,13.2,13,2,September_2015,D.glaucifolia,25,Light,0,23.5,23.5,14,13,0,3,,
13.2.3,13.2,13,3,September_2016,D.glaucifolia,25,Light,0,112,,60,60,,15,45.79,18.13
13.2.1,13.2,13,1,August_2015,D.glaucifolia,25,Light,0,,13.8,11,,,,,
13.21.2,13.21,13,2,September_2015,D.glaucifolia,25,Light,0,18.5,18.5,10,9,0,5,,
13.21.0,13.21,13,0,July_2015,D.glaucifolia,25,Light,0,9.5,,4,,,,,
13.21.1,13.21,13,1,August_2015,D.glaucifolia,25,Light,0,,13.1,9,,,,,
13.21.3,13.21,13,3,September_2016,D.glaucifolia,25,Light,0,43,,11,11,,40,2.47,1.98
13.22.2,13.22,13,2,September_2015,D.glaucifolia,25,Light,0,24.7,24.7,15,14,0,3,,
13.22.0,13.22,13,0,July_2015,D.glaucifolia,25,Light,0,12.7,,7,,,,,
13.22.3,13.22,13,3,September_2016,D.glaucifolia,25,Light,0,114,,42,42,,40,21.46,7.86
13.22.1,13.22,13,1,August_2015,D.glaucifolia,25,Light,0,,16.2,12,,,,,
13.23.2,13.23,13,2,September_2015,D.glaucifolia,25,Light,0,15,15,11,10,0,3,,
13.23.0,13.23,13,0,July_2015,D.glaucifolia,25,Light,0,12.6,,9,,,,,
13.23.3,13.23,13,3,September_2016,D.glaucifolia,25,Light,0,74,,16,16,,30,5.71,2.71
13.23.1,13.23,13,1,August_2015,D.glaucifolia,25,Light,0,,15.6,13,,,,,
13.24.0,13.24,13,0,July_2015,D.glaucifolia,25,Light,0,4.2,,7,,,,,
13.24.2,13.24,13,2,September_2015,D.glaucifolia,25,Light,0,19.5,19.5,11,10,0,3,,
13.24.3,13.24,13,3,September_2016,D.glaucifolia,25,Light,0,19,,20,20,,20,9.67,5.95
13.24.1,13.24,13,1,August_2015,D.glaucifolia,25,Light,0,,11.5,11,,,,,
13.25.2,13.25,13,2,September_2015,D.glaucifolia,25,Light,0,16.8,16.8,12,11,0,3,,
13.25.0,13.25,13,0,July_2015,D.glaucifolia,25,Light,0,7.7,,8,,,,,
13.25.1,13.25,13,1,August_2015,D.glaucifolia,25,Light,0,,11.2,12,,,,,
13.25.3,13.25,13,3,September_2016,D.glaucifolia,25,Light,0,88,,13,13,,25,8.38,4.96
14.01.2,14.01,14,2,September_2015,C.glauca,4,Shadow,0,12.5,12.5,2,2,0,0.1,,
14.01.0,14.01,14,0,July_2015,C.glauca,4,Shadow,0,17.3,,4,,,,,
14.01.3,14.01,14,3,September_2016,C.glauca,4,Shadow,0,17.5,,6,5,,5,0.58,0.21
14.01.1,14.01,14,1,August_2015,C.glauca,4,Shadow,0,,12.2,1,,,,,
14.02.1,14.02,14,1,August_2015,C.glauca,4,Shadow,0,,6.3,3,,,,,
14.02.0,14.02,14,0,July_2015,C.glauca,4,Shadow,0,5.4,,2,,,,,
14.02.3,14.02,14,3,September_2016,C.glauca,4,Shadow,1,,,,,,,,
14.02.2,14.02,14,2,September_2015,C.glauca,4,Shadow,1,0,,0,0,0,,,
14.03.0,14.03,14,0,July_2015,C.glauca,4,Shadow,0,9.8,,0,,,,,
14.03.1,14.03,14,1,August_2015,C.glauca,4,Shadow,1,,,,,,,,
14.03.3,14.03,14,3,September_2016,C.glauca,4,Shadow,0,15.5,,11,8,,4,1.13,0.46
14.03.2,14.03,14,2,September_2015,C.glauca,4,Shadow,0,7.3,7.3,5,2,0,0.1,,
14.04.1,14.04,14,1,August_2015,C.glauca,4,Shadow,0,,11.5,2,,,,,
14.04.0,14.04,14,0,July_2015,C.glauca,4,Shadow,0,10.5,,1,,,,,
14.04.2,14.04,14,2,September_2015,C.glauca,4,Shadow,0,0,16,0,0,5,,,
14.04.3,14.04,14,3,September_2016,C.glauca,4,Shadow,1,,,,,,,,
15.01.2,15.01,15,2,September_2015,L.glaber,9,Light,0,0,21,0,0,2,,,
15.01.0,15.01,15,0,July_2015,L.glaber,9,Light,0,16.4,,3,,,,,
15.01.3,15.01,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.01.1,15.01,15,1,August_2015,L.glaber,9,Light,0,,16,1,,,,,
15.02.2,15.02,15,2,September_2015,L.glaber,9,Light,1,0,,0,0,1,,,
15.02.0,15.02,15,0,July_2015,L.glaber,9,Light,0,14.1,,1,,,,,
15.02.3,15.02,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.02.1,15.02,15,1,August_2015,L.glaber,9,Light,0,,13.8,0,,,,,
15.03.0,15.03,15,0,July_2015,L.glaber,9,Light,0,10.4,,4,,,,,
15.03.2,15.03,15,2,September_2015,L.glaber,9,Light,0,14.5,14.5,2,1,0,0.1,,
15.03.3,15.03,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.03.1,15.03,15,1,August_2015,L.glaber,9,Light,1,,,,,,,,
15.04.2,15.04,15,2,September_2015,L.glaber,9,Light,1,0,,0,0,0,,,
15.04.0,15.04,15,0,July_2015,L.glaber,9,Light,0,18.8,,0,,,,,
15.04.1,15.04,15,1,August_2015,L.glaber,9,Light,1,,,,,,,,
15.04.3,15.04,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.05.2,15.05,15,2,September_2015,L.glaber,9,Light,0,14.9,15.4,2,0,1,80,,
15.05.0,15.05,15,0,July_2015,L.glaber,9,Light,0,14.2,,3,,,,,
15.05.3,15.05,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.05.1,15.05,15,1,August_2015,L.glaber,9,Light,0,,14.2,0,,,,,
15.06.2,15.06,15,2,September_2015,L.glaber,9,Light,1,0,,0,0,1,,,
15.06.0,15.06,15,0,July_2015,L.glaber,9,Light,0,9.3,,1,,,,,
15.06.3,15.06,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.06.1,15.06,15,1,August_2015,L.glaber,9,Light,1,,,,,,,,
15.07.0,15.07,15,0,July_2015,L.glaber,9,Light,0,10.4,,3,,,,,
15.07.2,15.07,15,2,September_2015,L.glaber,9,Light,1,0,,0,0,0,,,
15.07.3,15.07,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.07.1,15.07,15,1,August_2015,L.glaber,9,Light,0,,10.9,1,,,,,
15.08.2,15.08,15,2,September_2015,L.glaber,9,Light,1,0,,0,0,2,,,
15.08.0,15.08,15,0,July_2015,L.glaber,9,Light,0,15.1,,2,,,,,
15.08.1,15.08,15,1,August_2015,L.glaber,9,Light,1,,,,,,,,
15.08.3,15.08,15,3,September_2016,L.glaber,9,Light,1,,,,,,,,
15.09.2,15.09,15,2,September_2015,L.glaber,9,Light,0,15.8,15.8,3,1,0,0.1,,
15.09.0,15.09,15,0,July_2015,L.glaber,9,Light,0,17.4,,5,,,,,
15.09.3,15.09,15,3,September_2016,L.glaber,9,Light,0,20,,11,7,,0.5,0.57,0.39
15.09.1,15.09,15,1,August_2015,L.glaber,9,Light,0,,18.4,0,,,,,
16.01.2,16.01,16,2,September_2015,L.formosana,4,Light,0,46.7,46.7,31,27,0,0.1,,
16.01.0,16.01,16,0,July_2015,L.formosana,4,Light,0,23.2,,11,,,,,
16.01.3,16.01,16,3,September_2016,L.formosana,4,Light,0,168,,403,403,,15,115.09,44.09
16.01.1,16.01,16,1,August_2015,L.formosana,4,Light,0,,29.2,26,,,,,
16.02.2,16.02,16,2,September_2015,L.formosana,4,Light,0,49.3,49.3,29,23,0,3,,
16.02.1,16.02,16,1,August_2015,L.formosana,4,Light,0,,31.5,38,,,,,
16.02.0,16.02,16,0,July_2015,L.formosana,4,Light,0,26.7,,17,,,,,
16.02.3,16.02,16,3,September_2016,L.formosana,4,Light,0,155,,106,106,,10,61.96,16.42
16.03.1,16.03,16,1,August_2015,L.formosana,4,Light,0,,34.6,17,,,,,
16.03.3,16.03,16,3,September_2016,L.formosana,4,Light,0,161,,288,288,,10,155.4,81.71
16.03.2,16.03,16,2,September_2015,L.formosana,4,Light,0,40.5,40.5,51,31,0,0.5,,
16.03.0,16.03,16,0,July_2015,L.formosana,4,Light,0,23,,11,,,,,
16.04.0,16.04,16,0,July_2015,L.formosana,4,Light,0,38.5,,23,,,,,
16.04.1,16.04,16,1,August_2015,L.formosana,4,Light,0,,40.3,29,,,,,
16.04.3,16.04,16,3,September_2016,L.formosana,4,Light,0,153,,277,277,,12,95.39,45.21
16.04.2,16.04,16,2,September_2015,L.formosana,4,Light,0,42.5,42.5,39,34,0,0.1,,
17.01.2,17.01,17,2,September_2015,D.glaucifolia,25,Light,0,26.8,26.8,15,14,0,2,,
17.01.0,17.01,17,0,July_2015,D.glaucifolia,25,Light,0,8.1,,8,,,,,
17.01.3,17.01,17,3,September_2016,D.glaucifolia,25,Light,0,155,,61,61,,10,57.38,18.57
17.01.1,17.01,17,1,August_2015,D.glaucifolia,25,Light,0,,21.4,13,,,,,
17.02.0,17.02,17,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.02.2,17.02,17,2,September_2015,D.glaucifolia,25,Light,0,32.5,32.5,14,11,0,2,,
17.02.3,17.02,17,3,September_2016,D.glaucifolia,25,Light,0,185,,112,108,,10,105.66,33.31
17.02.1,17.02,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.03.2,17.03,17,2,September_2015,D.glaucifolia,25,Light,0,38.9,38.9,27,23,2,2,,
17.03.0,17.03,17,0,July_2015,D.glaucifolia,25,Light,0,12.5,,6,,,,,
17.03.3,17.03,17,3,September_2016,D.glaucifolia,25,Light,0,220,,124,123,,15,340.87,168.85
17.03.1,17.03,17,1,August_2015,D.glaucifolia,25,Light,0,,18.3,11,,,,,
17.04.2,17.04,17,2,September_2015,D.glaucifolia,25,Light,0,22,22,12,8,0,2,,
17.04.0,17.04,17,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.04.1,17.04,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.04.3,17.04,17,3,September_2016,D.glaucifolia,25,Light,0,65,,9,9,,25,213,3.12
17.05.0,17.05,17,0,July_2015,D.glaucifolia,25,Light,0,6.5,,13,,,,,
17.05.2,17.05,17,2,September_2015,D.glaucifolia,25,Light,0,24.5,24.5,15,14,0,2,,
17.05.1,17.05,17,1,August_2015,D.glaucifolia,25,Light,0,,15.1,10,,,,,
17.05.3,17.05,17,3,September_2016,D.glaucifolia,25,Light,0,149,,80,77,,10,76.33,28.81
17.06.2,17.06,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.06.0,17.06,17,0,July_2015,D.glaucifolia,25,Light,0,7.6,,10,,,,,
17.06.1,17.06,17,1,August_2015,D.glaucifolia,25,Light,0,,19.4,13,,,,,
17.06.3,17.06,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.07.2,17.07,17,2,September_2015,D.glaucifolia,25,Light,0,32,32,12,11,0,2,,
17.07.0,17.07,17,0,July_2015,D.glaucifolia,25,Light,0,10.1,,10,,,,,
17.07.1,17.07,17,1,August_2015,D.glaucifolia,25,Light,0,,11.3,5,,,,,
17.07.3,17.07,17,3,September_2016,D.glaucifolia,25,Light,0,165,,39,39,,12,39,16.67
17.08.2,17.08,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.08.0,17.08,17,0,July_2015,D.glaucifolia,25,Light,0,4.4,,9,,,,,
17.08.1,17.08,17,1,August_2015,D.glaucifolia,25,Light,0,,11.5,15,,,,,
17.08.3,17.08,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.09.0,17.09,17,0,July_2015,D.glaucifolia,25,Light,0,7.2,,7,,,,,
17.09.2,17.09,17,2,September_2015,D.glaucifolia,25,Light,0,21,21,11,11,0,2,,
17.09.1,17.09,17,1,August_2015,D.glaucifolia,25,Light,0,,13.1,10,,,,,
17.09.3,17.09,17,3,September_2016,D.glaucifolia,25,Light,0,68,,9,9,,15,8.62,3.69
17.1.2,17.1,17,2,September_2015,D.glaucifolia,25,Light,0,26.7,26.7,16,14,0,2,,
17.1.0,17.1,17,0,July_2015,D.glaucifolia,25,Light,0,7.9,,7,,,,,
17.1.1,17.1,17,1,August_2015,D.glaucifolia,25,Light,0,,26.7,14,,,,,
17.1.3,17.1,17,3,September_2016,D.glaucifolia,25,Light,0,98,,56,56,,10,26.98,12.47
17.11.1,17.11,17,1,August_2015,D.glaucifolia,25,Light,0,,16,12,,,,,
17.11.0,17.11,17,0,July_2015,D.glaucifolia,25,Light,0,7.8,,7,,,,,
17.11.3,17.11,17,3,September_2016,D.glaucifolia,25,Light,0,150,,61,61,,10,44.2,18.07
17.11.2,17.11,17,2,September_2015,D.glaucifolia,25,Light,0,32.8,32.8,18,16,0,2,,
17.12.1,17.12,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.12.2,17.12,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.12.3,17.12,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.12.0,17.12,17,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.13.1,17.13,17,1,August_2015,D.glaucifolia,25,Light,0,,18.1,14,,,,,
17.13.3,17.13,17,3,September_2016,D.glaucifolia,25,Light,0,177,,80,80,,10,1.72,0.98
17.13.0,17.13,17,0,July_2015,D.glaucifolia,25,Light,0,8,,8,,,,,
17.13.2,17.13,17,2,September_2015,D.glaucifolia,25,Light,0,26.9,26.9,16,15,0,2,,
17.14.3,17.14,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.14.2,17.14,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.14.0,17.14,17,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.14.1,17.14,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.15.0,17.15,17,0,July_2015,D.glaucifolia,25,Light,0,14.1,,8,,,,,
17.15.1,17.15,17,1,August_2015,D.glaucifolia,25,Light,0,,21.2,14,,,,,
17.15.2,17.15,17,2,September_2015,D.glaucifolia,25,Light,0,24.4,24.4,14,13,0,2,,
17.15.3,17.15,17,3,September_2016,D.glaucifolia,25,Light,0,113,,25,25,,8,19.78,9.79
17.16.0,17.16,17,0,July_2015,D.glaucifolia,25,Light,0,7.7,,8,,,,,
17.16.2,17.16,17,2,September_2015,D.glaucifolia,25,Light,0,41.6,41.6,18,14,0,2,,
17.16.3,17.16,17,3,September_2016,D.glaucifolia,25,Light,0,211,,180,175,,12,317.59,57.43
17.16.1,17.16,17,1,August_2015,D.glaucifolia,25,Light,0,,19.7,14,,,,,
17.17.0,17.17,17,0,July_2015,D.glaucifolia,25,Light,0,9.5,,6,,,,,
17.17.2,17.17,17,2,September_2015,D.glaucifolia,25,Light,0,22.8,22.8,20,17,0,2,,
17.17.1,17.17,17,1,August_2015,D.glaucifolia,25,Light,0,,14.4,10,,,,,
17.17.3,17.17,17,3,September_2016,D.glaucifolia,25,Light,0,175,,110,99,,10,107.09,33.84
17.18.0,17.18,17,0,July_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.18.2,17.18,17,2,September_2015,D.glaucifolia,25,Light,0,19,19,23,21,0,2,,
17.18.1,17.18,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.18.3,17.18,17,3,September_2016,D.glaucifolia,25,Light,0,170,,50,49,,10,,
17.19.0,17.19,17,0,July_2015,D.glaucifolia,25,Light,0,6.7,,8,,,,,
17.19.2,17.19,17,2,September_2015,D.glaucifolia,25,Light,0,16.7,16.7,8,5,0,2,,
17.19.1,17.19,17,1,August_2015,D.glaucifolia,25,Light,0,,23.6,11,,,,,
17.19.3,17.19,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.2.0,17.2,17,0,July_2015,D.glaucifolia,25,Light,0,6.8,,8,,,,,
17.2.2,17.2,17,2,September_2015,D.glaucifolia,25,Light,0,27.9,27.9,14,12,0,2,,
17.2.1,17.2,17,1,August_2015,D.glaucifolia,25,Light,1,,,,,,,,
17.2.3,17.2,17,3,September_2016,D.glaucifolia,25,Light,0,175,,143,139,,15,141.06,52.49
17.21.0,17.21,17,0,July_2015,D.glaucifolia,25,Light,0,8.2,,7,,,,,
17.21.2,17.21,17,2,September_2015,D.glaucifolia,25,Light,0,21.3,21.3,12,10,0,5,,
17.21.1,17.21,17,1,August_2015,D.glaucifolia,25,Light,0,,17.2,13,,,,,
17.21.3,17.21,17,3,September_2016,D.glaucifolia,25,Light,0,180,,144,141,,12,131.72,72.19
17.22.0,17.22,17,0,July_2015,D.glaucifolia,25,Light,0,11.9,,5,,,,,
17.22.2,17.22,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.22.1,17.22,17,1,August_2015,D.glaucifolia,25,Light,0,,14.5,11,,,,,
17.22.3,17.22,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.23.0,17.23,17,0,July_2015,D.glaucifolia,25,Light,0,11.5,,10,,,,,
17.23.2,17.23,17,2,September_2015,D.glaucifolia,25,Light,0,24.3,24.3,12,11,0,5,,
17.23.1,17.23,17,1,August_2015,D.glaucifolia,25,Light,0,,28.9,21,,,,,
17.23.3,17.23,17,3,September_2016,D.glaucifolia,25,Light,0,150,,83,83,,8,67.43,29.05
17.24.0,17.24,17,0,July_2015,D.glaucifolia,25,Light,0,9.9,,8,,,,,
17.24.2,17.24,17,2,September_2015,D.glaucifolia,25,Light,1,0,,0,0,0,,,
17.24.1,17.24,17,1,August_2015,D.glaucifolia,25,Light,0,,20.7,14,,,,,
17.24.3,17.24,17,3,September_2016,D.glaucifolia,25,Light,1,,,,,,,,
17.25.2,17.25,17,2,September_2015,D.glaucifolia,25,Light,0,25.4,25.4,12,12,0,5,,
17.25.1,17.25,17,1,August_2015,D.glaucifolia,25,Light,0,,18.6,12,,,,,
17.25.0,17.25,17,0,July_2015,D.glaucifolia,25,Light,0,6.7,,5,,,,,
17.25.3,17.25,17,3,September_2016,D.glaucifolia,25,Light,0,164,,106,106,,3,121.8,33.63
18.01.1,18.01,18,1,August_2015,C.glauca,4,Light,0,,6.7,0,,,,,
18.01.0,18.01,18,0,July_2015,C.glauca,4,Light,0,6.5,,1,,,,,
18.01.3,18.01,18,3,September_2016,C.glauca,4,Light,1,,,,,,,,
18.01.2,18.01,18,2,September_2015,C.glauca,4,Light,1,0,,0,0,0,,,
18.02.1,18.02,18,1,August_2015,C.glauca,4,Light,1,,,,,,,,
18.02.0,18.02,18,0,July_2015,C.glauca,4,Light,0,16.1,,1,,,,,
18.02.3,18.02,18,3,September_2016,C.glauca,4,Light,0,16,,7,7,,12,56.21,23.53
18.02.2,18.02,18,2,September_2015,C.glauca,4,Light,0,11,11,2,2,0,10,,
18.03.0,18.03,18,0,July_2015,C.glauca,4,Light,0,10.3,,1,,,,,
18.03.1,18.03,18,1,August_2015,C.glauca,4,Light,0,,10.5,2,,,,,
18.03.2,18.03,18,2,September_2015,C.glauca,4,Light,1,0,,0,0,0,,,
18.03.3,18.03,18,3,September_2016,C.glauca,4,Light,1,,,,,,,,
18.04.0,18.04,18,0,July_2015,C.glauca,4,Light,0,12.2,,2,,,,,
18.04.3,18.04,18,3,September_2016,C.glauca,4,Light,1,,,,,,,,
18.04.2,18.04,18,2,September_2015,C.glauca,4,Light,1,0,,0,0,0,,,
18.04.1,18.04,18,1,August_2015,C.glauca,4,Light,1,,,,,,,,
19.01.3,19.01,19,3,September_2016,C.sclerophylla,1,Shadow,0,27,,23,20,,7,2.22,0.52
19.01.0,19.01,19,0,July_2015,C.sclerophylla,1,Shadow,0,4.1,,4,,,,,
19.01.1,19.01,19,1,August_2015,C.sclerophylla,1,Shadow,0,,4.6,5,,,,,
19.01.2,19.01,19,2,September_2015,C.sclerophylla,1,Shadow,0,7.2,7.2,6,4,0,0.1,,
20.01.1,20.01,20,1,August_2015,Q.serrata,4,Light,0,,38.3,23,,,,,
20.01.0,20.01,20,0,July_2015,Q.serrata,4,Light,0,36.8,,21,,,,,
20.01.3,20.01,20,3,September_2016,Q.serrata,4,Light,1,,,,,,,,
20.01.2,20.01,20,2,September_2015,Q.serrata,4,Light,0,20,26.5,10,10,0,40,,
20.02.0,20.02,20,0,July_2015,Q.serrata,4,Light,0,42,,9,,,,,
20.02.1,20.02,20,1,August_2015,Q.serrata,4,Light,0,,43.5,8,,,,,
20.02.2,20.02,20,2,September_2015,Q.serrata,4,Light,0,35.6,35.6,21,21,0,50,,
20.02.3,20.02,20,3,September_2016,Q.serrata,4,Light,0,50,,29,28,,25,4.87,5.19
20.03.0,20.03,20,0,July_2015,Q.serrata,4,Light,0,28.9,,12,,,,,
20.03.1,20.03,20,1,August_2015,Q.serrata,4,Light,0,,28.9,12,,,,,
20.03.2,20.03,20,2,September_2015,Q.serrata,4,Light,0,46.4,46.4,12,12,2,50,,
20.03.3,20.03,20,3,September_2016,Q.serrata,4,Light,1,,,,,,,,
20.04.1,20.04,20,1,August_2015,Q.serrata,4,Light,0,,19.2,11,,,,,
20.04.0,20.04,20,0,July_2015,Q.serrata,4,Light,0,18.3,,8,,,,,
20.04.3,20.04,20,3,September_2016,Q.serrata,4,Light,0,56.5,,21,21,,20,5.72,5.8
20.04.2,20.04,20,2,September_2015,Q.serrata,4,Light,0,46.2,46.2,36,36,0,60,,
21.01.1,21.01,21,1,August_2015,C.glauca,9,Shadow,1,,,,,,,,
21.01.0,21.01,21,0,July_2015,C.glauca,9,Shadow,0,21.5,,2,,,,,
21.01.3,21.01,21,3,September_2016,C.glauca,9,Shadow,1,,,,,,,,
21.01.2,21.01,21,2,September_2015,C.glauca,9,Shadow,1,0,,0,0,0,,,
21.02.0,21.02,21,0,July_2015,C.glauca,9,Shadow,0,14.2,,4,,,,,
21.02.1,21.02,21,1,August_2015,C.glauca,9,Shadow,0,,14.6,4,,,,,
