objectid,tree_id,address,species,com_name,dbh,height,condition,land_type,park_name,x,y
215,1165,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114532.79328,10070069.4510
216,1166,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114539.97962,10070089.2915
217,1167,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Fair,ROW,,3114544.42318,10070112.8639
218,1168,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,7,Fair,ROW,,3114571.94084,10069988.6516
219,1169,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114578.03893,10070010.3215
220,1170,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114584.85289,10070031.1604
221,1171,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114590.93752,10070052.1528
222,1172,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114597.45588,10070073.6006
223,1173,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114615.03852,10070136.1939
224,1174,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114621.53031,10070156.6762
225,1175,400 BRAZOS ST,Fraxinus texensis,Texas Ash,6,17,Fair,ROW,,3114627.63988,10070176.4993
226,1176,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Poor,ROW,,3114634.13199,10070199.3946
227,1177,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,17,Poor,ROW,,3114640.27666,10070220.6239
228,1178,400 BRAZOS ST,Fraxinus texensis,Texas Ash,5,17,Fair,ROW,,3114571.59078,10070173.2027
229,1179,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114578.06517,10070194.7263
230,1180,400 BRAZOS ST,Fraxinus texensis,Texas Ash,4,17,Fair,ROW,,3114583.44508,10070215.1560
231,1181,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,8,Fair,ROW,,3114589.88437,10070236.6803
232,1182,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,8,Fair,ROW,,3114673.43408,10070330.0574
233,1451,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,25,Fair,ROW,,3114267.19375,10070445.2445
234,1452,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3114272.79150,10070477.4308
235,1453,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3114283.98669,10070515.2145
236,1454,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3114297.98076,10070562.7941
237,1455,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3114310.57522,10070614.5719
238,1456,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,23,Fair,ROW,,3114321.77041,10070657.9531
239,1457,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,2,Fair,ROW,,3114184.62928,10070462.0374
240,1458,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114198.62335,10070516.6138
241,1459,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,18,Fair,ROW,,3114208.41893,10070558.5960
242,1460,500 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,18,Fair,ROW,,3114219.61412,10070600.5778
243,1461,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114230.80963,10070639.7612
244,1462,500 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114239.20594,10070683.1423
245,1463,1300 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116669.23323,10073022.4592
246,1464,1300 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116679.05867,10072990.7522
247,1466,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,38,Fair,ROW,,3116390.43261,10071659.2234
248,1467,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116366.64296,10071666.9202
249,1468,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116344.25258,10071673.9172
250,1469,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,8,Poor,ROW,,3116315.56465,10071680.9143
251,1470,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3116292.47480,10071688.6108
252,1471,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3116236.49853,10071706.1035
253,1472,500 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3116208.51073,10071713.1006
254,1473,400 E 10TH ST,Quercus virginiana,Southern Live Oak,10,16,Fair,ROW,,3116137.84092,10071731.9923
255,1474,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,15,Good,ROW,,3116116.85015,10071736.8902
256,1475,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,12,Good,ROW,,3116089.56182,10071748.7852
257,1476,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,15,Good,ROW,,3116067.87092,10071754.3826
258,1478,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,15,Good,ROW,,3116026.58885,10071766.2776
260,1480,901 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,35,Excellent,Private,,3116053.87718,10071627.7369
261,1481,901 TRINITY ST,Quercus stellata,Post Oak,33,36,Good,Private,,3115855.34903,10071739.7170
262,1482,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Good,ROW,,3116004.19847,10071772.5748
263,1483,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,9,Good,ROW,,3115973.41146,10071780.2717
264,1484,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,9,Good,ROW,,3115933.52867,10071794.9652
265,1485,400 E 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,9,Good,ROW,,3115902.04218,10071802.6621
266,1486,901 TRINITY ST,Quercus stellata,Post Oak,24,32,Good,Private,,3115879.63508,10071711.3033
267,1487,901 TRINITY ST,Quercus stellata,Post Oak,25,33,Good,Private,,3115850.19616,10071699.1216
268,1488,900 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,29,Fair,ROW,,3114676.80218,10071837.6669
269,1489,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,13,23,Fair,ROW,,3114685.56561,10071873.7101
270,1490,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,20,Good,ROW,,3114696.06133,10071914.2927
271,1491,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114706.55671,10071952.0765
272,1492,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3114721.25058,10072001.0554
273,1493,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3114733.14524,10072045.8361
274,1494,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,13,23,Fair,ROW,,3114655.47873,10072050.0343
275,1495,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,26,Fair,ROW,,3114644.98302,10072012.9504
276,1496,900 CONGRESS AVE,Quercus polymorpha,Monterey Oak,4,12,Good,ROW,,3114633.08836,10071972.3678
277,1497,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114622.59264,10071925.4879
278,1498,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,23,Fair,ROW,,3114610.69798,10071883.5061
279,1499,900 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114598.10319,10071824.7312
280,1500,1000 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,26,Fair,ROW,,3114774.42764,10072166.8844
281,1501,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,26,Poor,ROW,,3114787.02210,10072210.9654
282,1502,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,26,Fair,ROW,,3114799.61689,10072251.5480
283,1503,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,26,Fair,ROW,,3114812.21136,10072299.1276
284,1505,1000 CONGRESS AVE,Fraxinus texensis,Texas Ash,4,12,Fair,ROW,,3114820.00038,10072335.5649
285,1506,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,25,Good,ROW,,3114696.06133,10072178.0796
286,1507,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,26,Fair,ROW,,3114712.15447,10072234.0556
287,1508,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,26,Fair,ROW,,3114719.25977,10072277.7218
288,1509,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,20,Fair,ROW,,3114734.27516,10072316.2982
289,1510,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,9,20,Fair,ROW,,3114744.47265,10072364.4122
290,1511,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,25,Fair,ROW,,3114851.50065,10072385.1064
291,1512,1000 CONGRESS AVE,Quercus shumardii,Shumard Oak,19,25,Fair,ROW,,3114854.15320,10072399.7950
292,1513,300 E 12TH ST,Ulmus parvifolia,Chinese Elm,8,24,Good,ROW,,3116013.24603,10072609.7943
293,1514,300 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115993.65420,10072612.5929
294,1515,300 E 12TH ST,Ulmus parvifolia,Chinese Elm,5,24,Good,ROW,,3115976.86159,10072619.5899
295,1516,300 E 12TH ST,Ulmus parvifolia,Chinese Elm,8,24,Good,ROW,,3115955.87049,10072623.7880
296,1284,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,12,16,Fair,ROW,,3116048.34406,10069939.9427
297,1285,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,10,16,Fair,ROW,,3116058.41654,10069976.0637
298,1286,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,10,16,Poor,ROW,,3116066.46607,10070009.6647
299,1287,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,9,16,Poor,ROW,,3116084.71275,10070055.4949
300,1288,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,13,16,Poor,ROW,,3116093.65368,10070089.7163
301,1289,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,17,Good,ROW,,3116060.64620,10070173.4127
302,1290,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,21,Fair,ROW,,3116063.07008,10070181.9898
303,1291,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3116080.22719,10070276.0201
304,1292,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3116082.16420,10070287.0056
305,1293,1000 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,5,Fair,ROW,,3115178.79527,10072038.8292
306,1294,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,4,1,Fair,ROW,,3115185.40812,10072059.7262
307,1295,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,4,1,Fair,ROW,,3115189.61841,10072076.3515
308,1297,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,4,1,Fair,ROW,,3115227.89524,10072199.1199
309,1298,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,4,1,Fair,ROW,,3115232.92082,10072219.3617
310,1299,1000 BRAZOS ST,Fraxinus texensis,Texas Ash,5,1,Fair,ROW,,3115238.26628,10072240.2317
311,1300,500 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115990.73426,10069952.3246
312,1301,500 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115996.84678,10069980.6736
313,1302,500 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116013.95764,10070034.5842
314,1303,700 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116192.11148,10070622.9735
315,1304,700 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116201.10819,10070645.0787
316,1305,700 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116206.50909,10070668.4845
317,1306,700 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116213.16295,10070694.5967
318,1307,700 RED RIVER ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116219.16688,10070714.8024
319,1308,700 RED RIVER ST,Melia azedarach,Chinaberry,8,17,Poor,ROW,,3116247.60284,10070802.1145
320,1309,700 RED RIVER ST,Quercus polymorpha,Monterey Oak,7,17,Poor,ROW,,3116254.23767,10070843.1299
321,1310,700 RED RIVER ST,Quercus polymorpha,Monterey Oak,9,17,Poor,ROW,,3116256.04738,10070850.9710
322,1311,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3113558.87266,10072063.9689
323,1312,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3113579.90149,10072058.2934
324,1313,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3113597.96969,10072053.3036
325,1314,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,11,18,Fair,ROW,,3113613.76297,10072047.9841
326,1315,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,12,18,Fair,ROW,,3113638.05426,10072040.0336
327,1316,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3113658.15231,10072033.1787
328,1317,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3113679.83961,10072027.3115
329,1318,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,7,18,Fair,ROW,,3113698.23721,10072021.3070
330,1319,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,11,18,Fair,ROW,,3113720.47207,10072014.7545
331,1320,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,12,18,Fair,ROW,,3113739.74664,10072008.2020
332,1321,300 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3113762.47527,10072003.0741
333,1322,600 BRAZOS ST,Ligustrum japonicum,Japanese Privet,8,8,Fair,ROW,,3114770.40435,10070856.3585
334,1323,600 BRAZOS ST,Ligustrum japonicum,Japanese Privet,6,10,Good,ROW,,3114774.65041,10070879.9864
335,1324,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3114793.37019,10070919.5198
336,1325,700 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3114825.64243,10071027.7440
337,1326,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114831.48232,10071048.3539
338,1327,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114836.02036,10071064.5723
339,1328,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114857.05182,10071135.7654
340,1329,700 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114861.68534,10071150.6821
341,1330,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114869.16597,10071175.3447
342,1331,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114876.16136,10071197.7863
343,1332,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114881.66332,10071218.0579
344,1333,700 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114888.37164,10071239.3892
345,1334,700 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114894.98416,10071261.6838
346,1335,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Dead,ROW,,3114927.51034,10071370.7712
347,1336,800 BRAZOS ST,Fraxinus texensis,Texas Ash,3,15,Fair,ROW,,3114932.48277,10071390.8003
348,1337,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Dead,ROW,,3114939.47816,10071410.8292
349,1338,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114944.98012,10071434.4771
350,1339,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114951.68811,10071454.3147
351,1340,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114972.04306,10071516.3487
352,1341,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114976.67658,10071541.2029
353,1342,800 BRAZOS ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3114984.68706,10071560.1724
354,1343,800 BRAZOS ST,Fraxinus texensis,Texas Ash,3,15,Dead,ROW,,3114989.41638,10071579.9591
355,1344,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Dead,ROW,,3114995.78678,10071601.9154
356,1345,900 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3115028.08855,10071711.0510
357,1346,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3115034.97896,10071731.8702
358,1347,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,13,Dead,ROW,,3115040.66366,10071752.7074
359,1348,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,16,Fair,ROW,,3115064.73283,10071832.4409
360,1349,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,16,Fair,ROW,,3115070.86668,10071852.1442
361,1350,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,16,Fair,ROW,,3115078.73018,10071873.1367
362,1351,900 BRAZOS ST,Fraxinus texensis,Texas Ash,4,16,Dead,ROW,,3115083.84927,10071895.5785
363,1352,900 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3115089.59335,10071914.4971
364,1353,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,8,17,Fair,ROW,,3115051.95104,10070562.1357
365,1354,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,7,15,Fair,ROW,,3115032.73749,10070568.3469
366,1355,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,8,17,Fair,ROW,,3114805.16839,10070629.5420
367,1356,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,9,17,Fair,ROW,,3114782.22028,10070637.1913
368,1357,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,8,23,Fair,ROW,,3115028.91302,10070505.2395
369,1358,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,10,21,Fair,ROW,,3115009.78937,10070512.8887
370,1359,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,9,24,Fair,ROW,,3114793.69433,10070577.9086
371,1360,200 E 6TH ST,Ulmus crassifolia,Cedar Elm,7,17,Fair,ROW,,3114772.65829,10070585.5579
372,1361,100 E 6TH ST,Quercus virginiana,Southern Live Oak,8,18,Good,ROW,,3114667.47936,10070610.4184
373,1362,100 E 6TH ST,Quercus virginiana,Southern Live Oak,10,24,Good,ROW,,3114650.09620,10070614.4889
374,1363,100 E 6TH ST,Quercus virginiana,Southern Live Oak,13,27,Good,ROW,,3114630.24715,10070620.8606
375,1364,100 E 6TH ST,Quercus virginiana,Southern Live Oak,9,23,Good,ROW,,3114609.51065,10070627.7057
376,1365,100 E 6TH ST,Quercus virginiana,Southern Live Oak,10,25,Fair,ROW,,3114570.83093,10070639.7011
377,1366,100 E 6TH ST,Quercus virginiana,Southern Live Oak,10,27,Fair,ROW,,3114551.79980,10070645.6591
378,1367,100 E 6TH ST,Ulmus crassifolia,Cedar Elm,7,17,Fair,ROW,,3114564.21251,10070702.2112
379,1368,100 E 6TH ST,Ulmus crassifolia,Cedar Elm,6,17,Fair,ROW,,3114585.24856,10070694.5616
380,1369,100 E 6TH ST,Ulmus crassifolia,Cedar Elm,6,17,Fair,ROW,,3114669.39176,10070677.3507
381,1370,100 E 6TH ST,Ulmus crassifolia,Cedar Elm,7,17,Fair,ROW,,3114692.33988,10070667.7890
382,1371,800 CONGRESS AVE,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3114573.29615,10071496.7910
383,1372,800 CONGRESS AVE,Quercus virginiana,Southern Live Oak,13,18,Fair,ROW,,3114585.72657,10071535.9943
384,1373,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,23,Fair,ROW,,3114602.93783,10071582.8466
385,1374,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,23,Fair,ROW,,3114612.02147,10071620.1375
386,1375,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,23,Fair,ROW,,3114626.36396,10071656.4721
387,1376,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,17,23,Fair,ROW,,3114636.88198,10071703.3247
388,1377,800 CONGRESS AVE,Quercus virginiana,Southern Live Oak,17,25,Good,ROW,,3114504.89865,10071508.4067
389,1378,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,25,Poor,ROW,,3114513.52232,10071545.2951
390,1379,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,23,Fair,ROW,,3114525.01410,10071581.2711
391,1380,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,24,Fair,ROW,,3114535.43140,10071625.2910
392,1381,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,18,Fair,ROW,,3114544.13315,10071660.2969
393,1382,800 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,24,Fair,ROW,,3114554.65085,10071696.6314
394,1383,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,20,Fair,ROW,,3114459.98962,10071366.7515
395,1384,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114444.69109,10071323.7237
396,1385,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,11,18,Fair,ROW,,3114434.17307,10071291.2139
397,1386,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,15,23,Fair,ROW,,3114419.72395,10071257.2888
398,1387,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,16,25,Fair,ROW,,3114404.53173,10071217.5884
399,1388,700 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,25,Fair,ROW,,3114383.49601,10071175.5170
400,1389,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,27,Fair,ROW,,3114357.67913,10071057.9076
401,1390,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,27,Fair,ROW,,3114352.89830,10071030.1784
402,1391,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,15,35,Fair,ROW,,3114333.77498,10071012.0114
403,1392,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,16,35,Fair,ROW,,3114329.95018,10071001.4934
404,1393,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,10,25,Poor,ROW,,3114343.33664,10070987.1509
405,1394,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,8,18,Poor,ROW,,3114323.25695,10070969.9396
406,1395,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,10,18,Poor,ROW,,3114320.79895,10070955.2520
407,1396,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,26,Fair,ROW,,3114314.69037,10070928.3502
408,1397,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,17,28,Fair,ROW,,3114304.13363,10070906.8322
409,1398,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,12,24,Fair,ROW,,3114310.82686,10070883.8840
410,1399,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,10,24,Fair,ROW,,3114291.70321,10070862.8483
411,1400,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,10,24,Fair,ROW,,3114281.18552,10070835.1190
412,1401,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,11,24,Fair,ROW,,3114281.18552,10070811.2149
413,1402,100 W 6TH ST,Quercus shumardii,Shumard Oak,15,24,Fair,ROW,,3114248.67541,10070794.9600
414,1403,100 W 6TH ST,Quercus shumardii,Shumard Oak,15,27,Fair,ROW,,3114212.34084,10070807.3901
415,1404,600 CONGRESS AVE,Quercus virginiana,Southern Live Oak,12,24,Fair,ROW,,3114366.28476,10070817.9081
416,1405,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,15,24,Fair,ROW,,3114378.71518,10070844.6810
417,1406,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,13,24,Fair,ROW,,3114403.52779,10070910.0231
418,1407,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,14,24,Fair,ROW,,3114413.06353,10070949.4731
419,1408,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,15,24,Fair,ROW,,3114422.69901,10070988.1069
420,1409,600 CONGRESS AVE,Quercus shumardii,Shumard Oak,20,26,Fair,ROW,,3114437.04150,10071029.2223
421,1410,700 CONGRESS AVE,Quercus shumardii,Shumard Oak,16,24,Fair,ROW,,3114462.85838,10071154.4809
422,1411,700 CONGRESS AVE,Quercus virginiana,Southern Live Oak,10,18,Fair,ROW,,3114515.44784,10071328.5045
